hs12629 ENSG00000138083
hs1969 ENSG00000197579
hs1968 ENSG00000106665
hs14591 ENSG00000184838
hs14590 ENSG00000189212
hs14593 ENSG00000144834
hs14592 ENSG00000189089
hs14595 NP_653236.1
hs14594 AAG17225.1
hs14597 ENSG00000134690
hs14596 DIP:24242N ENSG00000196584
hs14599 ENSG00000114315
hs14598 ENSG00000162543
hs13648 ENSG00000175619
hs13649 ENSG00000165794
hs13644 ENSG00000177214
hs13645 ENSG00000109184
hs13646 ENSG00000185926
hs13647 ENSG00000178586
hs13640 ENSG00000186119
hs13641 ENSG00000184436
hs13642 ENSG00000103061
hs13643 ENSG00000178623
hs1385 ENSG00000135835
hs1384 ENSG00000111602
hs1387 NP_004251.1 ENSG00000160957
hs1386 ENSG00000108506
hs1381 ENSG00000185722
hs1380 ENSG00000180263
hs1383 ENSG00000185567
hs1382 ENSG00000170396
hs1389 ENSG00000145808
hs1388 DIP:5767N ENSG00000138798
hs9589 ENSG00000111011
hs9588 ENSG00000197905
hs9583 ENSG00000072756
hs9582 ENSG00000147689
hs9581 NP_001966.1 ENSG00000111674
hs9580 ENSG00000074800
hs9587 ENSG00000185828
hs9586 ENSG00000174948
hs9585 ENSG00000189208
hs9584 ENSG00000138678
hs1039 ENSG00000071909
hs1038 ENSG00000151849
hs1037 ENSG00000178921
hs1036 DIP:643N ENSG00000102755
hs1035 ENSG00000148219
hs1034 ENSG00000099715
hs1033 ENSG00000169031
hs1032 ENSG00000092853
hs1031 ENSG00000157796
hs1030 ENSG00000148513
hs8184 ENSG00000136630
hs8185 ENSG00000139531
hs8186 NP_000495.1 ENSG00000126218
hs8187 ENSG00000138279
hs8180 ENSG00000187697 ENSG00000185000
hs8181 ENSG00000155367
hs4601 ENSG00000169306
hs8183 ENSG00000186978
hs12993 AAF29004.1
hs12992 ENSG00000196776
hs12991 ENSG00000138772 NP_005130.1
hs12990 ENSG00000171747 NP_006140.1
hs8188 ENSG00000176142
hs8189 ENSG00000115107
hs4609 ENSG00000153113
hs4608 ENSG00000187231
hs2601 ENSG00000127580
hs2600 ENSG00000189367
hs2603 ENSG00000151572
hs2602 ENSG00000169083
hs2605 ENSG00000171189
hs2604 NP_055784.1 ENSG00000085433
hs2607 ENSG00000016602
hs2606 NP_000225.1 ENSG00000105486 DIP:24215N
hs2609 NP_005040.1 ENSG00000160220
hs2608 ENSG00000153292
hs4142 ENSG00000104755
hs12809 ENSG00000122958
hs3958 AAL69982.1
hs3959 DIP:624N ENSG00000185697
hs3956 ENSG00000088038
hs3957 AAK91134.1 ENSG00000115318
hs3954 AAH34604.1 ENSG00000090372
hs3955 ENSG00000107929
hs3952 ENSG00000171763
hs3953 ENSG00000166317
hs3950 ENSG00000175426
hs3951 ENSG00000174083
hs16313 ENSG00000100147
hs16312 ENSG00000168955
hs3303 ENSG00000077782 DIP:4019N
hs3302 DIP:4011N
hs14065 NP_005616.1 ENSG00000137575
hs14064 ENSG00000159648
hs4380 ENSG00000146587
hs14069 AAH16812.1
hs14068 ENSG00000005022
hs21899 ENSG00000178382
hs804 ENSG00000142235 BAB67776.1
hs805 ENSG00000001626
hs806 ENSG00000011028
hs807 ENSG00000118200
hs800 ENSG00000121101
hs801 ENSG00000083642
hs802 ENSG00000009954
hs803 ENSG00000126838
hs808 ENSG00000163820
hs809 ENSG00000091592
hs589 ENSG00000141367 NP_004850.1
hs588 ENSG00000106804
hs581 ENSG00000124782
hs580 ENSG00000135968
hs583 ENSG00000136153
hs582 ENSG00000132510
hs585 ENSG00000117139
hs584 ENSG00000179832
hs587 ENSG00000127616
hs586 ENSG00000197816
hs14869 NP_004921.1
hs14868 ENSG00000078399
hs14861 ENSG00000183844
hs14860 ENSG00000166582
hs14863 ENSG00000187826
hs14862 ENSG00000177398
hs14865 ENSG00000143155
hs14864 ENSG00000146109
hs14867 ENSG00000131791
hs14866 ENSG00000180715
hs18106 ENSG00000188191
hs18107 ENSG00000197457 BAC11252.1
hs18104 ENSG00000132603
hs18105 ENSG00000196560
hs18102 ENSG00000130303
hs18103 ENSG00000198107
hs18100 ENSG00000169811
hs18101 ENSG00000168374
hs18108 ENSG00000198296
hs18109 ENSG00000004059
hs13842 ENSG00000180613
hs13843 ENSG00000104129
hs13840 ENSG00000164683
hs18817 ENSG00000145642
hs5828 ENSG00000066557
hs5829 ENSG00000188507
hs13844 ENSG00000188227
hs13845 ENSG00000196850
hs5824 ENSG00000010379
hs5825 ENSG00000135423
hs5826 ENSG00000172432
hs5827 ENSG00000158296
hs18818 ENSG00000180386
hs18819 ENSG00000185442
hs5822 ENSG00000180638
hs5823 ENSG00000112640
hs20648 ENSG00000168204
hs20649 ENSG00000137210
hs20646 ENSG00000115944
hs20647 ENSG00000092217
hs20644 ENSG00000197861
hs20645 ENSG00000185203
hs20642 ENSG00000137818 NP_000994.1 ENSG00000182553
hs20643 ENSG00000162366 NP_005755.1
hs20640 DIP:1166N ENSG00000163220
hs20641 DIP:5911N ENSG00000163735
hs11992 ENSG00000108523
hs11993 ENSG00000050165 BAA87044.2
hs11990 ENSG00000163754
hs11991 ENSG00000179724
hs11996 ENSG00000182264
hs11997 ENSG00000156374
hs11994 ENSG00000196290
hs11995 ENSG00000069651 ENSG00000185208
hs11998 ENSG00000175374
hs11999 ENSG00000137393
hs12711 ENSG00000116785
hs12710 ENSG00000196981
hs12713 ENSG00000055211
hs12712 ENSG00000107738
hs12715 ENSG00000181322
hs12714 ENSG00000116883
hs12717 NP_060207.1
hs12716 ENSG00000162694
hs12719 ENSG00000143387 NP_000387.1
hs12718 ENSG00000114698
hs16418 ENSG00000165474
hs16419 ENSG00000185929
hs16416 ENSG00000180089
hs16417 ENSG00000176410
hs16414 ENSG00000185735
hs16415 ENSG00000127917
hs16412 ENSG00000177917
hs16413 ENSG00000189364
hs16410 ENSG00000177414
hs16411 ENSG00000175325
hs6704 ENSG00000016402
hs2886 ENSG00000105287
hs10719 ENSG00000144228
hs6707 ENSG00000140632
hs2883 ENSG00000109323
hs2882 ENSG00000160293
hs6702 ENSG00000168454
hs6703 ENSG00000127483
hs10713 ENSG00000120709
hs10712 ENSG00000175575
hs10711 ENSG00000163064
hs10710 ENSG00000163389
hs6708 ENSG00000160401
hs6709 ENSG00000149742
hs10715 ENSG00000149557 NP_005094.1
hs10714 NP_000021.1 ENSG00000172482
hs15299 ENSG00000188278
hs15298 ENSG00000162623
hs15295 ENSG00000172331
hs15294 ENSG00000172086
hs15297 ENSG00000167220
hs15296 ENSG00000115446
hs15291 ENSG00000064490
hs15290 ENSG00000106232
hs15293 DIP:390N
hs15292 ENSG00000173368
hs5024 ENSG00000085998
hs3288 NP_004438.2 ENSG00000151491
hs3289 ENSG00000096063
hs9564 ENSG00000170848
hs3282 ENSG00000160179
hs3283 ENSG00000196428
hs3280 ENSG00000166747
hs3281 ENSG00000137936
hs3286 ENSG00000004897
hs9567 ENSG00000165487
hs3284 ENSG00000189437
hs3285 ENSG00000105063
hs9566 ENSG00000196182
hs9561 ENSG00000114378
hs9560 ENSG00000164114
hs9563 ENSG00000137842 NP_079232.2
hs9562 ENSG00000148426
hs3754 ENSG00000136758
hs7074 ENSG00000184343
hs3756 ENSG00000128191
hs3757 ENSG00000157881 NP_060686.1
hs7071 ENSG00000196495
hs3751 ENSG00000005189
hs7073 P17024 ENSG00000132010
hs7072 NP_003896.1 ENSG00000159593
hs3758 ENSG00000168610 DIP:24240N
hs3759 ENSG00000106829
hs9569 ENSG00000164669
hs9568 ENSG00000111726
hs15871 ENSG00000178368
hs15870 ENSG00000037965
hs15873 ENSG00000156265
hs15872 ENSG00000181867
hs15875 ENSG00000186094
hs15874 ENSG00000186288
hs15877 ENSG00000095917
hs15876 ENSG00000178506
hs15879 ENSG00000170893
hs15878 ENSG00000151006
hs4839 ENSG00000165572
hs8571 ENSG00000186832
hs8570 ENSG00000111696
hs8573 ENSG00000105784
hs8572 ENSG00000166529
hs8575 ENSG00000173957
hs8574 ENSG00000068001
hs8577 ENSG00000186629
hs8576 ENSG00000132824
hs8579 ENSG00000040608
hs8578 ENSG00000159496
hs4360 ENSG00000198131
hs4361 ENSG00000182979
hs840 ENSG00000196842
hs13439 ENSG00000181927
hs13438 ENSG00000174667
hs841 ENSG00000180182
hs13433 ENSG00000165132
hs13432 ENSG00000173365
hs13431 ENSG00000179914
hs13430 ENSG00000112453
hs13437 ENSG00000065057
hs13436 ENSG00000121381
hs13435 ENSG00000197674
hs13434 DIP:285N ENSG00000102871
hs8395 ENSG00000108417
hs4835 ENSG00000006634
hs8397 ENSG00000172728
hs4837 AAC25631.1 ENSG00000087074
hs8391 ENSG00000183580
hs4831 ENSG00000004864
hs8393 NP_009173.1 ENSG00000168872 ENSG00000157349
hs4833 ENSG00000012779
hs4838 ENSG00000122121
hs8398 ENSG00000174343
hs21337 ENSG00000184085
hs9628 NP_004228.1 ENSG00000071539
hs9629 ENSG00000146083
hs9626 ENSG00000196996
hs9627 ENSG00000171246
hs9624 ENSG00000108848
hs9625 ENSG00000171148 NP_006345.1
hs9622 ENSG00000196177
hs9623 ENSG00000179715
hs9620 ENSG00000181481
hs9621 ENSG00000101444
hs7916 ENSG00000148798
hs7917 ENSG00000171291
hs7914 ENSG00000177301
hs7915 ENSG00000160994
hs7912 ENSG00000099937
hs7913 ENSG00000178467
hs7910 ENSG00000105366
hs7911 ENSG00000170858
hs7918 ENSG00000164626
hs7919 ENSG00000196607
hs17129 ENSG00000127226
hs17128 ENSG00000169228
hs17125 ENSG00000181751
hs17124 ENSG00000176828
hs17127 ENSG00000197979
hs17126 ENSG00000184804
hs17121 ENSG00000123514
hs17120 ENSG00000187976
hs17123 ENSG00000185955
hs17122 ENSG00000172261
hs11608 ENSG00000105610
hs11609 ENSG00000187954
hs16658 ENSG00000185475
hs16659 ENSG00000151665
hs11602 ENSG00000196447
hs11603 ENSG00000172031
hs11600 ENSG00000187902
hs16657 ENSG00000086065
hs16650 ENSG00000143622 NP_008843.1
hs11607 ENSG00000198638 P30460
hs11604 ENSG00000131969
hs11605 ENSG00000075415
hs10559 ENSG00000183675
hs10558 ENSG00000175707
hs18764 ENSG00000184197
hs18765 ENSG00000154589
hs18762 DIP:24219N ENSG00000099860
hs18763 ENSG00000180206
hs18760 DIP:928N ENSG00000100290
hs18761 ENSG00000163235 DIP:5765N
hs10551 ENSG00000115590
hs10550 ENSG00000148488
hs10553 ENSG00000174137
hs10552 ENSG00000142875
hs10555 ENSG00000168495
hs10554 ENSG00000156642
hs10557 ENSG00000132676
hs10556 ENSG00000086062
hs637 ENSG00000143199
hs636 ENSG00000070018
hs635 ENSG00000162337
hs634 ENSG00000095777 NP_059129.2
hs633 ENSG00000146950
hs632 ENSG00000154262
hs631 ENSG00000092148
hs630 ENSG00000047578
hs639 NP_002284.2 ENSG00000135862
hs638 ENSG00000131747
hs16386 ENSG00000082515
hs16387 ENSG00000182079
hs16384 ENSG00000196937
hs16385 ENSG00000163155
hs16382 ENSG00000172179
hs16383 ENSG00000148377
hs16380 ENSG00000184905
hs16381 ENSG00000127337
hs16388 ENSG00000175077
hs16389 ENSG00000178828
hs18490 ENSG00000158786
hs18491 ENSG00000196533
hs18492 ENSG00000188681
hs18493 ENSG00000176601
hs18494 ENSG00000128605
hs18495 CAB66158.1
hs18496 NP_005709.1
hs18497 DIP:6116N ENSG00000174697
hs18498 ENSG00000182362
hs18499 ENSG00000196454
hs21106 ENSG00000198614
hs21107 ENSG00000168367
hs21104 ENSG00000163683
hs21105 ENSG00000187229
hs21102 ENSG00000172846
hs21103 ENSG00000187170
hs21100 ENSG00000196128
hs21101 ENSG00000145247
hs21108 ENSG00000176075
hs21109 ENSG00000198094
hs1518 ENSG00000168769
hs1519 ENSG00000141577
hs1514 ENSG00000180680
hs1515 AAB07497.1 DIP:6117N ENSG00000116678
hs1516 ENSG00000070985
hs1517 ENSG00000166540
hs1510 ENSG00000183246 ENSG00000196622
hs1511 ENSG00000085982
hs1512 ENSG00000143127
hs1513 ENSG00000107854
hs19178 ENSG00000178741 AAH24240.1
hs19179 ENSG00000186663
hs19174 ENSG00000126878
hs19175 ENSG00000120675
hs19176 ENSG00000197922
hs19177 ENSG00000180184
hs19170 ENSG00000198913
hs19171 NP_005606.1 ENSG00000169413
hs19172 ENSG00000042304
hs19173 ENSG00000153879
hs21814 ENSG00000198051
hs21815 ENSG00000131009 ENSG00000131007
hs21816 ENSG00000180840
hs21817 ENSG00000198364 ENSG00000197018 ENSG00000197752
hs21810 ENSG00000187956
hs21811 ENSG00000196853
hs21812 ENSG00000197999
hs21813 ENSG00000197461
hs21818 ENSG00000167083
hs21819 ENSG00000198949
hs7259 ENSG00000089692
hs7258 ENSG00000103245
hs12803 ENSG00000166974
hs12802 ENSG00000167965
hs13143 ENSG00000188313
hs13142 ENSG00000023697
hs13141 ENSG00000158796
hs13140 ENSG00000109743
hs13147 ENSG00000161395
hs13146 ENSG00000189215
hs13145 ENSG00000179074
hs13144 ENSG00000101911 ENSG00000147224
hs13149 ENSG00000128039
hs13148 ENSG00000125531
hs7257 ENSG00000108443
hs7256 ENSG00000152595
hs8809 ENSG00000164244
hs8808 ENSG00000165119
hs8805 DIP:1015N
hs8804 NP_004553.1 ENSG00000185345
hs8807 ENSG00000101955
hs8806 AAH08489.1 ENSG00000143228
hs8801 ENSG00000159409
hs8800 ENSG00000167562
hs8803 ENSG00000141526
hs8802 ENSG00000133101
hs5983 NP_008963.2
hs5982 ENSG00000124422
hs5981 ENSG00000143614
hs5980 ENSG00000076944
hs5987 ENSG00000189301 ENSG00000008130
hs5986 ENSG00000183506
hs5985 ENSG00000007216
hs5984 DIP:457N ENSG00000127022 NP_001737.1
hs5989 ENSG00000089234
hs5988 ENSG00000138363
hs17244 ENSG00000198498
hs17245 ENSG00000141150
hs17246 ENSG00000196192
hs17247 ENSG00000180003
hs17240 ENSG00000136371
hs17241 ENSG00000173321
hs17242 ENSG00000187061
hs17243 ENSG00000197160
hs17248 ENSG00000197394 ENSG00000196135
hs17249 ENSG00000183654
hs7377 ENSG00000039650
hs9864 ENSG00000143315
hs9865 ENSG00000100271
hs9866 ENSG00000123901
hs9867 ENSG00000141030
hs9860 ENSG00000162881
hs9861 ENSG00000128928
hs9862 ENSG00000118267
hs9863 ENSG00000128242
hs9868 ENSG00000136243
hs9869 ENSG00000123737
hs6515 ENSG00000004848
hs6514 ENSG00000103978
hs6517 ENSG00000104368
hs6516 ENSG00000169762
hs6511 ENSG00000188306
hs6510 ENSG00000188755
hs6513 ENSG00000161609
hs6512 NP_064719.1
hs6519 ENSG00000197808
hs6518 ENSG00000100596
hs15488 ENSG00000169504
hs15489 ENSG00000181922
hs15484 Q12920
hs15485 AAP92372.1
hs15486 ENSG00000006757
hs15487 ENSG00000171867 AAD46098.1
hs15480 ENSG00000136832
hs15481 ENSG00000186384
hs15482 ENSG00000145757
hs15483 P01909
hs1895 ENSG00000138658
hs1894 ENSG00000022556
hs1897 ENSG00000142405
hs1896 ENSG00000038532
hs1891 ENSG00000197879
hs1890 ENSG00000198085
hs1893 ENSG00000197530
hs1892 ENSG00000077943
hs1899 ENSG00000112200
hs1898 ENSG00000130479
hs14281 ENSG00000133115
hs14280 ENSG00000167311
hs14283 ENSG00000144161
hs14282 ENSG00000187745
hs14285 ENSG00000186952
hs14284 ENSG00000136718
hs14287 ENSG00000198106 ENSG00000158482
hs14286 ENSG00000128519
hs14289 ENSG00000137274
hs14288 ENSG00000103253
hs4117 ENSG00000174483 CAB72433.1 NP_005691.2
hs4116 ENSG00000117707
hs4115 ENSG00000104812
hs4114 ENSG00000056277
hs4113 ENSG00000149090
hs4112 ENSG00000013293
hs4111 ENSG00000198046
hs4110 ENSG00000198040
hs4119 ENSG00000187957
hs4118 ENSG00000171132
hs14759 ENSG00000089818
hs14758 ENSG00000182831
hs14753 ENSG00000173372
hs14752 ENSG00000188001
hs14751 ENSG00000114737
hs14750 ENSG00000119703
hs14757 ENSG00000156269
hs14756 ENSG00000057663
hs14755 ENSG00000146373
hs14754 ENSG00000120699
hs9479 ENSG00000106018
hs9478 ENSG00000128694
hs9477 ENSG00000185585
hs5797 ENSG00000065320
hs5794 ENSG00000079102
hs9474 ENSG00000198092
hs5792 ENSG00000123934
hs5793 ENSG00000145908
hs5790 ENSG00000074439
hs5791 DIP:28131N ENSG00000073756
hs2229 ENSG00000051009
hs2228 ENSG00000157450
hs2227 ENSG00000196411
hs2226 ENSG00000110318 BAA92615.1
hs2225 ENSG00000151623
hs2224 ENSG00000188037
hs2223 ENSG00000159307
hs2222 ENSG00000140015
hs2221 ENSG00000039560
hs2220 ENSG00000099972
hs11427 ENSG00000183977
hs8289 ENSG00000140254
hs8288 ENSG00000196391
hs8287 P52209 ENSG00000142657
hs8286 ENSG00000176974 AAH07979.1
hs8285 ENSG00000187095
hs8284 AAH00750.4
hs8283 ENSG00000116754
hs8282 ENSG00000104518
hs8281 ENSG00000165195
hs11866 ENSG00000124818
hs8280 ENSG00000174080
hs11867 ENSG00000087258
hs11868 ENSG00000186688
hs11869 ENSG00000103942
hs21766 ENSG00000198810
hs21767 ENSG00000197527
hs21764 ENSG00000163216 ENSG00000196805
hs21765 ENSG00000172380
hs21762 ENSG00000152729
hs21763 ENSG00000169128
hs21760 NP_004117.1 ENSG00000127920
hs21761 ENSG00000180150
hs21768 ENSG00000197388
hs21769 ENSG00000185653
hs17082 ENSG00000129673
hs9770 ENSG00000171596
hs17080 ENSG00000075785
hs17081 ENSG00000175678
hs17086 ENSG00000197401
hs17087 ENSG00000198851
hs17084 ENSG00000167461 NP_005361.2
hs17085 ENSG00000197539
hs22150 ENSG00000198857
hs22151 ENSG00000186000
hs17088 ENSG00000108342
hs17089 ENSG00000197101
hs22154 ENSG00000198603 ENSG00000196390
hs9772 ENSG00000124467
hs22156 ENSG00000168852
hs22157 ENSG00000185919
hs21490 ENSG00000176343
hs21491 ENSG00000120686
hs21492 ENSG00000145879
hs9773 ENSG00000182983
hs21494 ENSG00000163144
hs21495 ENSG00000177954 ENSG00000130041 NP_001021.1 ENSG00000168035 ENSG00000122185
hs21496 ENSG00000198103
hs21497 ENSG00000146049
hs21498 ENSG00000197508
hs9774 ENSG00000162746
hs9775 ENSG00000135766
hs5255 ENSG00000187961
hs5254 P08107 DIP:211N
hs12568 ENSG00000138777
hs12569 NP_079084.1
hs12562 ENSG00000110675
hs12563 ENSG00000124003
hs12560 ENSG00000174891 AAH06982.1
hs12561 ENSG00000161999
hs12566 ENSG00000196363
hs12567 ENSG00000165138
hs12564 NP_115529.2 ENSG00000174963
hs12565 ENSG00000121022
hs11039 ENSG00000170105
hs11038 ENSG00000168496 DIP:24216N NP_004102.1
hs16029 ENSG00000111729
hs16028 ENSG00000183055
hs11031 AAH33758.1 ENSG00000184060
hs11030 ENSG00000122085
hs11033 ENSG00000146535
hs11032 ENSG00000143882
hs11035 ENSG00000104879
hs16026 ENSG00000162493
hs16025 ENSG00000163245
hs11036 ENSG00000170345 DIP:1047N
hs20178 ENSG00000173609
hs20179 ENSG00000160172
hs20174 ENSG00000100028
hs20175 ENSG00000176659
hs20176 ENSG00000137288
hs20177 ENSG00000186842
hs20170 ENSG00000163273
hs20171 ENSG00000119916
hs20172 ENSG00000171053
hs20173 ENSG00000127610
hs18515 ENSG00000184293
hs18514 ENSG00000077984
hs18517 ENSG00000188745
hs18516 ENSG00000153140 AAH05383.1
hs18511 ENSG00000188905
hs18510 ENSG00000160318
hs18513 ENSG00000184007
hs18512 ENSG00000133519
hs18519 ENSG00000197900
hs18518 ENSG00000185678
hs7628 ENSG00000146166
hs7629 ENSG00000168743
hs7624 DIP:5798N DIP:212N ENSG00000115170
hs7625 DIP:553N ENSG00000182866
hs7626 ENSG00000181856
hs7627 ENSG00000186377
hs7620 ENSG00000143217
hs7621 ENSG00000196282
hs7622 AAH09364.1 ENSG00000132773
hs7623 ENSG00000163053
hs10072 ENSG00000135925
hs10073 ENSG00000158516
hs10070 ENSG00000188359
hs10071 ENSG00000171469
hs10076 NP_009001.1
hs10077 DIP:24185N DIP:266N
hs10074 ENSG00000198369
hs10075 ENSG00000144396
hs10078 DIP:27514N ENSG00000056558
hs10079 ENSG00000132906 DIP:27625N
hs15648 ENSG00000183631
hs15649 ENSG00000140350 NP_006296.1
hs15642 ENSG00000186767
hs15643 P19404 ENSG00000178127
hs15640 ENSG00000143633
hs15641 ENSG00000124812
hs15646 ENSG00000158411
hs15647 ENSG00000188146
hs15644 ENSG00000111669 NP_000356.1 ENSG00000186743
hs15645 ENSG00000175895
hs17864 ENSG00000126545
hs17865 ENSG00000164123
hs17866 ENSG00000198224
hs17867 ENSG00000196630
hs17860 CAB66803.1
hs17861 DIP:167N
hs17862 ENSG00000143862
hs17863 ENSG00000089050
hs17868 ENSG00000169059
hs17869 ENSG00000173124
hs1309 ENSG00000133657
hs1308 DIP:24225N
hs1305 ENSG00000140829
hs1304 ENSG00000138722
hs1307 ENSG00000143515
hs1306 ENSG00000140326
hs1301 DIP:278N
hs1300 ENSG00000099821
hs1303 ENSG00000135213
hs1302 ENSG00000058668
hs14519 ENSG00000185198
hs14518 ENSG00000158457
hs14511 ENSG00000168448
hs14510 ENSG00000185669
hs14513 ENSG00000103355
hs14512 ENSG00000127388
hs14515 ENSG00000078668 NP_005653.3
hs14514 ENSG00000178166
hs14517 ENSG00000169562
hs14516 NP_001291.2 ENSG00000067082
hs12913 ENSG00000183072
hs12912 ENSG00000153081
hs12911 ENSG00000176087
hs12910 ENSG00000183308
hs12917 ENSG00000177151 ENSG00000196240
hs12916 ENSG00000153310
hs12915 ENSG00000198965
hs12914 ENSG00000196171
hs12919 ENSG00000169488
hs12918 ENSG00000143570 BAC11502.1
hs8108 ENSG00000154710
hs8109 ENSG00000196723 ENSG00000196859
hs8104 ENSG00000171564 DIP:385N
hs8105 DIP:24224N ENSG00000135679
hs8106 ENSG00000171574
hs8107 ENSG00000183339
hs8100 ENSG00000186765
hs8101 ENSG00000149212
hs8102 ENSG00000154122
hs8103 BAB14530.1
hs14825 ENSG00000187806
hs14824 ENSG00000189280
hs14827 ENSG00000183372
hs14826 ENSG00000173391
hs14821 ENSG00000198540
hs14820 ENSG00000175093
hs5558 ENSG00000188140
hs9278 ENSG00000005513
hs5554 ENSG00000092203
hs5555 ENSG00000157119
hs9277 ENSG00000069399
hs9276 ENSG00000184845
hs9271 ENSG00000124256
hs5551 ENSG00000139505
hs9273 ENSG00000076344
hs5553 ENSG00000177054
hs12001 ENSG00000178498
hs12000 ENSG00000088451
hs12003 ENSG00000185900
hs12002 ENSG00000065600
hs12005 ENSG00000157350 NP_008858.1
hs2028 NP_004975.1 ENSG00000155980
hs12007 ENSG00000139269
hs12006 ENSG00000115956
hs12009 ENSG00000152669
hs12008 ENSG00000155984
hs2027 ENSG00000179981
hs2026 ENSG00000150961
hs2021 ENSG00000179873
hs2020 ENSG00000178971
hs2023 ENSG00000145833
hs2022 ENSG00000198952
hs19535 ENSG00000175773
hs6234 ENSG00000188877
hs6235 ENSG00000188199
hs6236 ENSG00000162650
hs6237 ENSG00000117480
hs6230 ENSG00000119227
hs6231 ENSG00000183549
hs6232 ENSG00000145996
hs6233 ENSG00000198105
hs6238 DIP:3512N ENSG00000110324
hs6239 ENSG00000146282
hs3044 ENSG00000196137
hs7544 ENSG00000153162 DIP:5797N
hs3046 ENSG00000186815
hs7546 ENSG00000152592
hs3040 ENSG00000068724
hs7540 ENSG00000162923
hs3042 ENSG00000163113
hs7542 AAH36782.1
hs3048 ENSG00000187833
hs7548 ENSG00000161850
hs2701 ENSG00000184432 DIP:27603N
hs17591 ENSG00000120563
hs2707 ENSG00000184384
hs16243 ENSG00000184273
hs16242 ENSG00000175802
hs16241 ENSG00000168561
hs16240 ENSG00000172992
hs16247 ENSG00000162377
hs16246 ENSG00000188662
hs16245 ENSG00000167912
hs16244 ENSG00000168856
hs15361 ENSG00000161016 DIP:27563N
hs15360 ENSG00000179639 DIP:6166N
hs15363 ENSG00000168476
hs15362 ENSG00000135638
hs15365 ENSG00000091947
hs15364 ENSG00000183684
hs15367 ENSG00000116898
hs15366 ENSG00000155099
hs15369 ENSG00000137420
hs15368 ENSG00000066651
hs12193 AAH00657.1
hs4098 ENSG00000185736
hs4099 ENSG00000178691
hs4092 ENSG00000168619
hs4093 ENSG00000197381
hs4090 ENSG00000177045
hs4091 ENSG00000075218
hs4096 ENSG00000162692
hs4097 ENSG00000155850
hs4094 ENSG00000197142
hs4095 ENSG00000144730
hs12192 ENSG00000100167
hs12191 ENSG00000138439
hs12190 ENSG00000144771
hs12197 DIP:27594N ENSG00000071994
hs12196 AAH06381.1
hs4324 ENSG00000165379
hs4325 ENSG00000101349
hs4326 ENSG00000087206 CAD97618.1
hs4327 ENSG00000197390
hs4320 DIP:908N
hs4321 ENSG00000166508 DIP:27580N
hs4322 ENSG00000182472
hs4323 ENSG00000130935 NP_056277.2
hs4328 ENSG00000136169
hs4329 ENSG00000063438
hs5055 ENSG00000179941
hs5054 ENSG00000164818 ENSG00000188246
hs5057 BAB14130.1 ENSG00000125450
hs5056 ENSG00000198909 CAD38973.1
hs5051 ENSG00000084110
hs5050 ENSG00000003989
hs5053 ENSG00000156876
hs5052 ENSG00000178144
hs5059 ENSG00000105072
hs5058 ENSG00000070214
hs12194 AAG16780.1
hs501 ENSG00000134313 BAA86564.2
hs500 ENSG00000008226
hs503 ENSG00000078177
hs502 ENSG00000166763
hs505 ENSG00000109716
hs504 NP_055889.1
hs507 ENSG00000196862
hs506 ENSG00000015568 ENSG00000183054 ENSG00000169629
hs509 ENSG00000198752
hs508 ENSG00000091128
hs21683 ENSG00000197198
hs19853 ENSG00000180598 ENSG00000198490 ENSG00000197871 ENSG00000183632
hs19852 ENSG00000197203
hs19851 DIP:3224N
hs19850 DIP:315N
hs19857 ENSG00000101440
hs19856 ENSG00000171579 ENSG00000112306
hs19855 ENSG00000177335
hs19854 ENSG00000180595
