mm7412 ENSMUSG00000040471
mm24517 ENSMUSG00000067065
mm24516 ENSMUSG00000068881
mm24511 ENSMUSG00000068053
mm24510 ENSMUSG00000066352
mm24513 ENSMUSG00000067588
mm24512 ENSMUSG00000068393
mm3168 ENSMUSG00000067765
mm3169 ENSMUSG00000037408
mm3162 ENSMUSG00000041957
mm3163 ENSMUSG00000026620
mm3160 ENSMUSG00000044667
mm3161 ENSMUSG00000043458
mm3166 ENSMUSG00000022840
mm3167 ENSMUSG00000028999
mm3164 ENSMUSG00000025007
mm3165 ENSMUSG00000029169
mm1999 ENSMUSG00000035877
mm1998 ENSMUSG00000028476
mm1991 ENSMUSG00000031095
mm1990 ENSMUSG00000037965
mm1993 ENSMUSG00000028163 DIP:85N
mm1992 ENSMUSG00000001376
mm1995 ENSMUSG00000045009
mm1994 ENSMUSG00000002718
mm1997 ENSMUSG00000033644
mm1996 ENSMUSG00000022146 DIP:5787N
mm19829 ENSMUSG00000021148
mm19828 ENSMUSG00000053204
mm19825 ENSMUSG00000025353
mm19824 ENSMUSG00000049555
mm19827 ENSMUSG00000025466
mm19826 ENSMUSG00000055818
mm19821 ENSMUSG00000031991
mm19820 ENSMUSG00000028480
mm19823 ENSMUSG00000069839
mm19822 ENSMUSG00000028557
mm15177 ENSMUSG00000058579
mm15176 ENSMUSG00000066187
mm7227 ENSMUSG00000043467
mm10668 ENSMUSG00000056370
mm10669 ENSMUSG00000030472
mm7226 ENSMUSG00000038656
mm10660 ENSMUSG00000025487
mm10661 ENSMUSG00000020834
mm10662 ENSMUSG00000041471
mm10663 ENSMUSG00000030403
mm10664 ENSMUSG00000029474
mm10665 ENSMUSG00000022023
mm10666 ENSMUSG00000045838
mm10667 ENSMUSG00000026596
mm11393 ENSMUSG00000000001
mm11392 ENSMUSG00000032908
mm6079 ENSMUSG00000066773
mm11390 ENSMUSG00000032609
mm11397 ENSMUSG00000025931
mm11396 ENSMUSG00000031748
mm11395 ENSMUSG00000037143
mm11394 ENSMUSG00000009108
mm6073 ENSMUSG00000038271
mm6072 ENSMUSG00000021156
mm6071 ENSMUSG00000038044
mm6070 ENSMUSG00000028737
mm6077 ENSMUSG00000048138
mm6076 ENSMUSG00000034121
mm6075 ENSMUSG00000041912
mm6074 ENSMUSG00000037697
mm12288 ENSMUSG00000047527
mm12289 ENSMUSG00000037246
mm12280 ENSMUSG00000058349
mm12281 ENSMUSG00000020388
mm12282 ENSMUSG00000050870
mm12283 ENSMUSG00000042243
mm12284 ENSMUSG00000020561
mm12285 ENSMUSG00000027963
mm12286 ENSMUSG00000034783
mm12287 ENSMUSG00000058124
mm11537 ENSMUSG00000048807
mm11536 ENSMUSG00000029431
mm11535 ENSMUSG00000057531
mm11534 ENSMUSG00000022451
mm11533 ENSMUSG00000031312
mm11532 ENSMUSG00000029310
mm11531 ENSMUSG00000030942
mm11530 ENSMUSG00000053541
mm11539 ENSMUSG00000061809
mm11538 ENSMUSG00000041748
mm12132 ENSMUSG00000049669
mm12133 ENSMUSG00000021477
mm12130 ENSMUSG00000037872
mm12131 ENSMUSG00000021441
mm12136 ENSMUSG00000069342
mm12137 DIP:6005N
mm12134 ENSMUSG00000061093
mm12135 ENSMUSG00000063222
mm12138 ENSMUSG00000035420
mm12139 ENSMUSG00000062426
mm16622 ENSMUSG00000028792
mm16623 ENSMUSG00000027404
mm16620 ENSMUSG00000021124
mm16621 ENSMUSG00000030149
mm16626 ENSMUSG00000022977
mm16627 ENSMUSG00000028010
mm16624 ENSMUSG00000031429
mm16625 ENSMUSG00000021086
mm16628 ENSMUSG00000061283 ENSMUSG00000063242
mm16629 ENSMUSG00000055826
mm13661 ENSMUSG00000059163
mm4328 ENSMUSG00000037683
mm13663 ENSMUSG00000045581
mm13662 ENSMUSG00000066750
mm13665 ENSMUSG00000022759
mm13664 ENSMUSG00000041915
mm13667 DIP:1153N ENSMUSG00000035678
mm13666 ENSMUSG00000031990
mm4321 ENSMUSG00000031963
mm13668 ENSMUSG00000028236
mm4323 ENSMUSG00000067220
mm4322 ENSMUSG00000025597
mm4325 ENSMUSG00000029055
mm4324 ENSMUSG00000001569
mm4327 ENSMUSG00000039753
mm4326 ENSMUSG00000024242
mm14570 ENSMUSG00000027663
mm14571 ENSMUSG00000066734
mm14572 ENSMUSG00000050747
mm23517 ENSMUSG00000043687
mm14574 ENSMUSG00000051582
mm23511 ENSMUSG00000069415
mm14576 ENSMUSG00000032921
mm23513 ENSMUSG00000059534
mm14578 ENSMUSG00000022864
mm14579 ENSMUSG00000031384
mm23518 ENSMUSG00000069620
mm23519 ENSMUSG00000050324
mm7676 ENSMUSG00000048562
mm7677 ENSMUSG00000002845
mm7674 ENSMUSG00000004872
mm7675 ENSMUSG00000061384
mm7672 ENSMUSG00000021518
mm7673 ENSMUSG00000043633
mm7670 ENSMUSG00000027104
mm7671 ENSMUSG00000043727
mm22302 ENSMUSG00000055454
mm7678 ENSMUSG00000020513
mm7679 ENSMUSG00000049024
mm15724 ENSMUSG00000032053 DIP:977N
mm22301 ENSMUSG00000037910
mm18835 ENSMUSG00000029391
mm18834 ENSMUSG00000066087
mm14396 ENSMUSG00000001999
mm14397 ENSMUSG00000050891
mm14390 ENSMUSG00000026986
mm18830 ENSMUSG00000018858
mm18833 ENSMUSG00000059455
mm18832 ENSMUSG00000068838
mm18839 ENSMUSG00000062891
mm14399 ENSMUSG00000047676 ENSMUSG00000032518
mm15629 ENSMUSG00000028031
mm15628 ENSMUSG00000027708
mm15627 ENSMUSG00000059934
mm15626 ENSMUSG00000036275
mm15625 ENSMUSG00000057180
mm15624 ENSMUSG00000020441
mm15623 ENSMUSG00000027562
mm15622 ENSMUSG00000066759
mm15621 ENSMUSG00000015749
mm15620 ENSMUSG00000037060
mm21116 ENSMUSG00000054421
mm21117 ENSMUSG00000054422
mm21114 ENSMUSG00000051181
mm21115 ENSMUSG00000068777
mm21112 ENSMUSG00000062370
mm13771 ENSMUSG00000046342
mm21110 ENSMUSG00000039138
mm21111 ENSMUSG00000036860
mm13770 ENSMUSG00000056813
mm21118 ENSMUSG00000055902
mm21119 ENSMUSG00000026568
mm13779 ENSMUSG00000049806
mm13778 ENSMUSG00000062103 ENSMUSG00000064333
mm164 ENSMUSG00000007080
mm165 ENSMUSG00000028634
mm166 ENSMUSG00000021488
mm167 ENSMUSG00000020135
mm160 ENSMUSG00000022914
mm161 ENSMUSG00000034656
mm162 ENSMUSG00000004110
mm163 ENSMUSG00000024998
mm168 ENSMUSG00000020220
mm169 ENSMUSG00000005417
mm292 ENSMUSG00000041415
mm293 ENSMUSG00000063870
mm290 ENSMUSG00000030123
mm291 ENSMUSG00000066025
mm296 ENSMUSG00000013236
mm297 ENSMUSG00000009418
mm294 ENSMUSG00000032198
mm295 ENSMUSG00000022647
mm298 ENSMUSG00000022449
mm299 ENSMUSG00000027253
mm20799 ENSMUSG00000024343
mm20798 ENSMUSG00000052747
mm20797 ENSMUSG00000068062
mm20796 ENSMUSG00000067710
mm20795 ENSMUSG00000025290 ENSMUSG00000063724
mm20794 ENSMUSG00000041717
mm20793 ENSMUSG00000069639
mm20792 ENSMUSG00000066156
mm20791 ENSMUSG00000027446
mm20790 ENSMUSG00000029642
mm836 ENSMUSG00000031772
mm837 ENSMUSG00000021843
mm834 ENSMUSG00000020114
mm835 ENSMUSG00000020893
mm832 ENSMUSG00000020447
mm833 ENSMUSG00000012609
mm830 ENSMUSG00000063558
mm831 ENSMUSG00000029648
mm838 ENSMUSG00000024400
mm839 ENSMUSG00000031486
mm13159 ENSMUSG00000068843
mm14239 ENSMUSG00000003949
mm18757 ENSMUSG00000066275
mm14237 ENSMUSG00000004264
mm14236 ENSMUSG00000042284
mm15825 ENSMUSG00000028907
mm15824 ENSMUSG00000061207
mm23895 ENSMUSG00000067083
mm23894 ENSMUSG00000069904
mm10501 ENSMUSG00000025855
mm19409 ENSMUSG00000017378
mm19408 ENSMUSG00000067365
mm15186 ENSMUSG00000031813
mm19406 ENSMUSG00000045506
mm19405 ENSMUSG00000059242
mm15185 ENSMUSG00000038827
mm15182 ENSMUSG00000017781
mm15183 ENSMUSG00000024842
mm3209 ENSMUSG00000043029
mm3208 ENSMUSG00000050939
mm15180 ENSMUSG00000021493
mm3203 ENSMUSG00000063687
mm3202 ENSMUSG00000030978
mm3201 ENSMUSG00000021918
mm3200 ENSMUSG00000026585
mm3207 ENSMUSG00000002129
mm3206 ENSMUSG00000032177
mm3205 ENSMUSG00000004187
mm3204 ENSMUSG00000026464
mm13151 ENSMUSG00000005150
mm2158 ENSMUSG00000030653
mm2159 ENSMUSG00000033799
mm16422 ENSMUSG00000035004
mm16423 ENSMUSG00000031495
mm16424 ENSMUSG00000022516
mm16425 ENSMUSG00000055197
mm16426 ENSMUSG00000040068
mm16427 ENSMUSG00000032026
mm16428 ENSMUSG00000056043
mm16429 ENSMUSG00000059878
mm2152 ENSMUSG00000032422
mm2153 ENSMUSG00000035305
mm2154 ENSMUSG00000027676
mm2155 ENSMUSG00000052488
mm2156 ENSMUSG00000022935
mm2157 ENSMUSG00000015942
mm16398 ENSMUSG00000004768
mm16399 ENSMUSG00000026931
mm16392 ENSMUSG00000061260
mm16393 ENSMUSG00000043758
mm16390 ENSMUSG00000031494
mm16391 ENSMUSG00000063194
mm16396 ENSMUSG00000040632
mm16397 ENSMUSG00000022061
mm16394 ENSMUSG00000062175
mm16395 ENSMUSG00000047042
mm5313 ENSMUSG00000035126
mm5312 ENSMUSG00000026205
mm5311 ENSMUSG00000002190
mm5310 ENSMUSG00000037845
mm5317 ENSMUSG00000021492
mm5316 ENSMUSG00000068130
mm5315 ENSMUSG00000049985
mm5314 ENSMUSG00000038034
mm8149 ENSMUSG00000061701
mm8148 ENSMUSG00000038712
mm5319 ENSMUSG00000036745
mm5318 ENSMUSG00000051437
mm6659 ENSMUSG00000040022
mm6658 ENSMUSG00000033009
mm6653 ENSMUSG00000030495
mm6652 ENSMUSG00000017221
mm6651 ENSMUSG00000035891
mm6650 ENSMUSG00000057425
mm6657 ENSMUSG00000038174
mm6656 ENSMUSG00000022243
mm6655 ENSMUSG00000036574
mm6654 ENSMUSG00000058336
mm22629 ENSMUSG00000029379
mm22628 ENSMUSG00000051973
mm22625 ENSMUSG00000043710
mm22624 ENSMUSG00000043712
mm22627 ENSMUSG00000055370
mm22626 ENSMUSG00000058390
mm22621 ENSMUSG00000055963
mm22620 ENSMUSG00000052493
mm22623 ENSMUSG00000043924
mm22622 ENSMUSG00000060719
mm13278 ENSMUSG00000048693
mm13279 ENSMUSG00000038459
mm13272 ENSMUSG00000068385 ENSMUSG00000060640
mm13273 ENSMUSG00000059862
mm13270 ENSMUSG00000049094
mm13271 ENSMUSG00000063698
mm13276 ENSMUSG00000060181
mm13277 ENSMUSG00000058270
mm13274 ENSMUSG00000067526 ENSMUSG00000067528
mm13275 ENSMUSG00000020257
mm12895 ENSMUSG00000025529
mm12894 ENSMUSG00000034652
mm12897 ENSMUSG00000051172
mm12896 ENSMUSG00000020003
mm12891 ENSMUSG00000066896
mm12890 ENSMUSG00000066388
mm12893 ENSMUSG00000051325
mm12892 ENSMUSG00000027368
mm12899 ENSMUSG00000051639
mm12898 ENSMUSG00000058513
mm16342 ENSMUSG00000028362
mm2938 ENSMUSG00000061048
mm2939 ENSMUSG00000039842
mm2932 ENSMUSG00000021763
mm2933 ENSMUSG00000030539
mm2930 ENSMUSG00000043460
mm2931 ENSMUSG00000010755
mm2936 ENSMUSG00000000127
mm2937 ENSMUSG00000058685
mm2934 ENSMUSG00000028854
mm2935 DIP:6033N
mm14808 ENSMUSG00000033701
mm14809 ENSMUSG00000060841
mm13858 ENSMUSG00000060107
mm13859 ENSMUSG00000045027
mm14804 ENSMUSG00000030612
mm14805 ENSMUSG00000021696
mm14806 ENSMUSG00000045835
mm14807 ENSMUSG00000022753
mm14800 ENSMUSG00000069353
mm14801 ENSMUSG00000049634
mm14802 ENSMUSG00000037161
mm14803 ENSMUSG00000045268
mm7261 ENSMUSG00000058653
mm7260 ENSMUSG00000031758
mm7263 ENSMUSG00000018669
mm7262 ENSMUSG00000064090
mm7265 ENSMUSG00000053279
mm7264 DIP:252N ENSMUSG00000052430
mm7267 ENSMUSG00000041684
mm7266 ENSMUSG00000023243
mm24304 ENSMUSG00000069221
mm24305 ENSMUSG00000067368
mm24306 ENSMUSG00000066978
mm24307 ENSMUSG00000069345
mm24300 ENSMUSG00000068261
mm24301 ENSMUSG00000067885
mm24302 ENSMUSG00000067737
mm24303 ENSMUSG00000066168
mm19982 ENSMUSG00000035686
mm19983 ENSMUSG00000068052 ENSMUSG00000046323
mm19980 ENSMUSG00000057160
mm19981 ENSMUSG00000043045
mm19986 ENSMUSG00000057449
mm19987 ENSMUSG00000069030
mm19984 ENSMUSG00000021018
mm19985 ENSMUSG00000052388
mm19988 ENSMUSG00000068790
mm19989 ENSMUSG00000054136
mm7885 ENSMUSG00000020486
mm7884 ENSMUSG00000020534
mm7887 ENSMUSG00000024617
mm7886 ENSMUSG00000000202
mm7881 ENSMUSG00000015023
mm7880 ENSMUSG00000019888
mm7883 ENSMUSG00000039358
mm7882 ENSMUSG00000068300
mm7889 ENSMUSG00000027965
mm7888 ENSMUSG00000062995
mm8963 ENSMUSG00000048379
mm8962 ENSMUSG00000023333
mm8961 ENSMUSG00000022622
mm8960 ENSMUSG00000033860
mm8967 ENSMUSG00000003068
mm8966 ENSMUSG00000052732
mm8965 ENSMUSG00000063430
mm8964 ENSMUSG00000022639
mm8969 ENSMUSG00000024118
mm8968 ENSMUSG00000055137
mm6138 ENSMUSG00000041020
mm6139 ENSMUSG00000042155
mm6136 ENSMUSG00000063776
mm6137 ENSMUSG00000023084
mm6134 ENSMUSG00000036500
mm6135 ENSMUSG00000042138
mm6132 ENSMUSG00000065983
mm6133 ENSMUSG00000054520
mm6130 ENSMUSG00000000420
mm6131 ENSMUSG00000022682
mm15865 ENSMUSG00000044645 ENSMUSG00000022863
mm15864 ENSMUSG00000014245
mm15867 ENSMUSG00000021590
mm15866 ENSMUSG00000069985
mm15861 ENSMUSG00000003657
mm15860 ENSMUSG00000069544
mm15863 ENSMUSG00000047242
mm15862 ENSMUSG00000059256
mm15869 ENSMUSG00000019923
mm15868 ENSMUSG00000030586
mm20559 ENSMUSG00000045655
mm20558 ENSMUSG00000057960
mm20555 ENSMUSG00000069308
mm20554 ENSMUSG00000057497
mm20557 ENSMUSG00000054684
mm20556 ENSMUSG00000060454
mm20551 ENSMUSG00000001978
mm20550 ENSMUSG00000046784
mm20553 ENSMUSG00000068363
mm20552 ENSMUSG00000049422
mm12077 ENSMUSG00000037814
mm12076 ENSMUSG00000062042
mm12075 ENSMUSG00000011382
mm12074 ENSMUSG00000030507
mm12073 ENSMUSG00000006289
mm12072 ENSMUSG00000020381
mm12071 ENSMUSG00000029776
mm12070 ENSMUSG00000062517
mm12079 ENSMUSG00000031536
mm12078 ENSMUSG00000069665
mm16987 ENSMUSG00000060721
mm16986 ENSMUSG00000058378
mm16985 ENSMUSG00000055312
mm16984 ENSMUSG00000026857
mm16983 ENSMUSG00000026011
mm16982 ENSMUSG00000030325
mm16981 ENSMUSG00000057700
mm16980 ENSMUSG00000058773
mm16989 ENSMUSG00000020722
mm16988 ENSMUSG00000065985
mm9018 ENSMUSG00000038383
mm9019 ENSMUSG00000063383
mm2048 ENSMUSG00000025265
mm2049 ENSMUSG00000038084
mm9379 ENSMUSG00000043263
mm9378 ENSMUSG00000042672
mm9015 ENSMUSG00000048087 ENSMUSG00000048538 ENSMUSG00000027597
mm9371 ENSMUSG00000025925
mm9370 ENSMUSG00000029607
mm9373 ENSMUSG00000043672
mm9372 ENSMUSG00000042540
mm9375 ENSMUSG00000025384
mm9374 ENSMUSG00000037184
mm9377 ENSMUSG00000019773
mm9376 ENSMUSG00000028617
mm9017 ENSMUSG00000048744
mm9010 ENSMUSG00000048200
mm9011 ENSMUSG00000050077
mm17166 ENSMUSG00000031354
mm17167 ENSMUSG00000028057
mm17164 ENSMUSG00000030976
mm17165 ENSMUSG00000021415
mm17162 ENSMUSG00000028786
mm17163 ENSMUSG00000026531
mm17160 ENSMUSG00000023906
mm17161 ENSMUSG00000057303
mm16579 ENSMUSG00000004341
mm17168 ENSMUSG00000067485
mm17169 ENSMUSG00000062552
mm23235 ENSMUSG00000036216
mm23234 ENSMUSG00000067185
mm23237 ENSMUSG00000035268
mm23236 ENSMUSG00000049124
mm23231 ENSMUSG00000042157 ENSMUSG00000055030
mm23230 ENSMUSG00000069007
mm23233 ENSMUSG00000067595
mm23232 ENSMUSG00000068223
mm23239 ENSMUSG00000066121
mm23238 ENSMUSG00000069728
mm22544 ENSMUSG00000051843
mm22545 ENSMUSG00000069124
mm22546 ENSMUSG00000067386
mm22547 ENSMUSG00000054461
mm22540 ENSMUSG00000001020
mm22541 ENSMUSG00000031439
mm22542 ENSMUSG00000053651
mm22543 ENSMUSG00000066919 ENSMUSG00000067142 ENSMUSG00000066920 ENSMUSG00000069905
mm22548 ENSMUSG00000054116
mm22549 ENSMUSG00000058280
mm17290 ENSMUSG00000055110
mm17291 ENSMUSG00000066599
mm17292 ENSMUSG00000037335
mm17293 ENSMUSG00000024526
mm17294 ENSMUSG00000002458
mm17295 ENSMUSG00000041274
mm17296 ENSMUSG00000041703
mm17297 ENSMUSG00000020846
mm17298 ENSMUSG00000043140
mm17299 ENSMUSG00000024829
mm4516 ENSMUSG00000006456
mm4517 ENSMUSG00000032342
mm4514 ENSMUSG00000048905
mm4515 ENSMUSG00000060301
mm4512 ENSMUSG00000015214
mm4513 ENSMUSG00000063024
mm4510 ENSMUSG00000020169
mm4511 ENSMUSG00000028838
mm19211 ENSMUSG00000062428
mm4518 ENSMUSG00000042535
mm4519 ENSMUSG00000051658
mm8426 ENSMUSG00000032078
mm8427 ENSMUSG00000029096
mm8424 ENSMUSG00000027618
mm8425 ENSMUSG00000049321
mm8422 ENSMUSG00000042015
mm8423 ENSMUSG00000048794
mm8420 ENSMUSG00000021786
mm8421 ENSMUSG00000027296
mm8428 ENSMUSG00000025927
mm8429 ENSMUSG00000020190
mm10308 ENSMUSG00000025537
mm18116 ENSMUSG00000062235
mm18117 ENSMUSG00000048465
mm18114 ENSMUSG00000020922
mm18115 ENSMUSG00000016257
mm18112 ENSMUSG00000043067
mm18113 ENSMUSG00000069677 ENSMUSG00000034968
mm18110 ENSMUSG00000029048
mm18111 ENSMUSG00000004446
mm18118 ENSMUSG00000039058
mm18119 ENSMUSG00000014077
mm17834 ENSMUSG00000023982
mm17835 ENSMUSG00000027801
mm17836 ENSMUSG00000027800
mm17837 ENSMUSG00000069355
mm17830 ENSMUSG00000037960
mm17831 ENSMUSG00000066933
mm17832 ENSMUSG00000063804
mm17833 ENSMUSG00000021367
mm17838 ENSMUSG00000027935
mm17839 ENSMUSG00000026834
mm19772 ENSMUSG00000024729
mm21099 ENSMUSG00000066330
mm21098 ENSMUSG00000069610
mm21093 ENSMUSG00000036021
mm21092 ENSMUSG00000033020
mm21091 ENSMUSG00000033111
mm21090 ENSMUSG00000063351
mm21097 ENSMUSG00000054151
mm21096 ENSMUSG00000024309
mm21095 ENSMUSG00000058503
mm21094 ENSMUSG00000050799
mm19799 ENSMUSG00000066532
mm19798 ENSMUSG00000038408
mm15476 ENSMUSG00000023206
mm15477 ENSMUSG00000052835
mm15474 ENSMUSG00000027967
mm19794 ENSMUSG00000054654
mm15472 ENSMUSG00000063177
mm15473 ENSMUSG00000020617
mm19791 ENSMUSG00000066798
mm15471 ENSMUSG00000063713
mm21325 ENSMUSG00000058830
mm21324 ENSMUSG00000011477
mm21327 DIP:5921N ENSMUSG00000019122
mm21326 ENSMUSG00000028963
mm21321 ENSMUSG00000020803
mm21320 ENSMUSG00000062391
mm21323 ENSMUSG00000019874
mm21322 ENSMUSG00000064016
mm21329 ENSMUSG00000061933
mm21328 ENSMUSG00000043068
mm20054 ENSMUSG00000054620
mm20055 ENSMUSG00000054795
mm20056 ENSMUSG00000058235
mm20057 ENSMUSG00000041084
mm20050 ENSMUSG00000068681
mm20051 ENSMUSG00000028291
mm20052 ENSMUSG00000038257
mm20053 ENSMUSG00000037563
mm20058 ENSMUSG00000069884
mm20059 ENSMUSG00000063130
mm16109 ENSMUSG00000036887
mm317 ENSMUSG00000031398
mm316 DIP:24198N
mm315 ENSMUSG00000024713
mm314 ENSMUSG00000026407
mm313 ENSMUSG00000026640
mm312 ENSMUSG00000036529
mm311 ENSMUSG00000030091
mm310 ENSMUSG00000027288
mm319 ENSMUSG00000020576
mm318 ENSMUSG00000040327
mm3438 ENSMUSG00000063108
mm3439 ENSMUSG00000005686
mm11742 ENSMUSG00000029385 DIP:24180N
mm11743 ENSMUSG00000030205
mm11744 ENSMUSG00000047045
mm11745 ENSMUSG00000027534
mm11746 ENSMUSG00000051517
mm11747 ENSMUSG00000039530
mm3430 ENSMUSG00000022788
mm3431 ENSMUSG00000052302
mm3432 ENSMUSG00000035131
mm3433 ENSMUSG00000024384
mm3434 ENSMUSG00000035569
mm3435 ENSMUSG00000061026
mm3436 ENSMUSG00000066531
mm3437 ENSMUSG00000022150
mm13458 ENSMUSG00000068788 ENSMUSG00000068778
mm13459 ENSMUSG00000050128
mm13452 ENSMUSG00000061549
mm13453 ENSMUSG00000057351
mm13450 ENSMUSG00000059470
mm13451 ENSMUSG00000064228
mm13456 ENSMUSG00000036131
mm13457 ENSMUSG00000021080
mm13454 ENSMUSG00000053929 DIP:2153N
mm13455 ENSMUSG00000044286
mm9177 ENSMUSG00000024454
mm9176 ENSMUSG00000037206
mm9175 ENSMUSG00000056367
mm9174 ENSMUSG00000024472
mm9173 ENSMUSG00000034038
mm9172 ENSMUSG00000059714
mm9171 ENSMUSG00000031438
mm9170 ENSMUSG00000055067
mm9179 ENSMUSG00000032265
mm9178 ENSMUSG00000022124
mm1362 ENSMUSG00000038774
mm1363 ENSMUSG00000032769
mm1360 ENSMUSG00000027002
mm1361 ENSMUSG00000038910
mm1366 ENSMUSG00000029202
mm1367 ENSMUSG00000041358
mm16219 ENSMUSG00000029735
mm16218 ENSMUSG00000058119
mm16217 ENSMUSG00000051355
mm16216 ENSMUSG00000058498
mm16215 ENSMUSG00000051778
mm16214 ENSMUSG00000068176
mm16213 ENSMUSG00000058061
mm16212 ENSMUSG00000046082
mm16211 ENSMUSG00000034659
mm16210 ENSMUSG00000063163
mm7401 ENSMUSG00000043602
mm7400 ENSMUSG00000036551
mm7403 ENSMUSG00000028868
mm7402 ENSMUSG00000053461
mm7405 ENSMUSG00000062960
mm7404 ENSMUSG00000029155
mm7407 ENSMUSG00000052751
mm7406 ENSMUSG00000024987
mm7409 ENSMUSG00000020936
mm7408 ENSMUSG00000037028
mm10909 ENSMUSG00000067218 ENSMUSG00000067217
mm10908 ENSMUSG00000049164
mm10901 ENSMUSG00000004455
mm10900 ENSMUSG00000028541
mm10903 ENSMUSG00000043439
mm10902 ENSMUSG00000060090
mm10905 ENSMUSG00000037737
mm10904 ENSMUSG00000021497
mm10907 ENSMUSG00000026199
mm10906 ENSMUSG00000066663
mm2473 ENSMUSG00000026601
mm2472 ENSMUSG00000066307
mm2471 ENSMUSG00000044322
mm2470 ENSMUSG00000021670
mm2477 ENSMUSG00000033624
mm2476 ENSMUSG00000006522
mm2475 ENSMUSG00000026669
mm2474 ENSMUSG00000054008
mm2479 ENSMUSG00000000303
mm2478 ENSMUSG00000038729
mm23033 ENSMUSG00000057104
mm23032 ENSMUSG00000059645
mm23031 ENSMUSG00000043787
mm23030 ENSMUSG00000069385
mm23037 ENSMUSG00000030623
mm23036 ENSMUSG00000052298
mm23035 ENSMUSG00000062420
mm23034 ENSMUSG00000026843
mm23039 ENSMUSG00000025135
mm23038 ENSMUSG00000025751
mm22782 ENSMUSG00000062999 ENSMUSG00000063560 ENSMUSG00000058213
mm22783 ENSMUSG00000068161
mm22780 ENSMUSG00000069069
mm22781 ENSMUSG00000061630
mm22786 ENSMUSG00000066745
mm22787 ENSMUSG00000060258
mm22784 ENSMUSG00000057499
mm22785 ENSMUSG00000038801
mm22788 ENSMUSG00000061832 ENSMUSG00000068529 ENSMUSG00000067809
mm22789 ENSMUSG00000066961
mm12460 ENSMUSG00000032377
mm12461 ENSMUSG00000027957
mm12462 ENSMUSG00000056459
mm12463 ENSMUSG00000040028
mm12464 ENSMUSG00000059431
mm12465 ENSMUSG00000050105
mm12466 ENSMUSG00000034780
mm12467 ENSMUSG00000032519
mm12468 ENSMUSG00000035351
mm12469 ENSMUSG00000048080
mm1586 ENSMUSG00000049100
mm1587 ENSMUSG00000062393
mm1584 ENSMUSG00000021823
mm1585 ENSMUSG00000034066
mm1582 ENSMUSG00000009569
mm1583 ENSMUSG00000047098
mm1580 ENSMUSG00000036054
mm1581 ENSMUSG00000020594
mm1588 ENSMUSG00000032462
mm1589 ENSMUSG00000026589
mm5296 ENSMUSG00000032536
mm5297 ENSMUSG00000003623
mm5294 ENSMUSG00000069950
mm5295 ENSMUSG00000036932
mm23789 ENSMUSG00000069948
mm23788 DIP:559N
mm5290 ENSMUSG00000030771
mm5291 ENSMUSG00000036461
mm23785 ENSMUSG00000066603
mm23784 ENSMUSG00000066078
mm23787 ENSMUSG00000067021
mm23786 ENSMUSG00000069653
mm23781 ENSMUSG00000066102
mm23780 ENSMUSG00000066103
mm23783 ENSMUSG00000068886
mm23782 ENSMUSG00000044227 ENSMUSG00000068068
mm3980 ENSMUSG00000040044
mm3981 ENSMUSG00000047118
mm3982 ENSMUSG00000039447
mm3983 ENSMUSG00000053414
mm3984 ENSMUSG00000031834
mm3985 ENSMUSG00000062414
mm6758 ENSMUSG00000055815
mm6759 ENSMUSG00000020516
mm6756 ENSMUSG00000035158
mm6757 ENSMUSG00000028182
mm6754 ENSMUSG00000026389
mm6755 ENSMUSG00000044906
mm6752 ENSMUSG00000025037
mm6753 ENSMUSG00000041272
mm6750 ENSMUSG00000010095
mm6751 ENSMUSG00000039191
mm5120 ENSMUSG00000040818
mm5121 ENSMUSG00000027582
mm5122 ENSMUSG00000015659
mm5123 ENSMUSG00000037260
mm5124 ENSMUSG00000031948
mm5125 ENSMUSG00000021669
mm5126 ENSMUSG00000021957
mm5127 ENSMUSG00000030096
mm5128 ENSMUSG00000025027
mm5129 ENSMUSG00000005057
mm4457 ENSMUSG00000018340
mm4456 ENSMUSG00000049709
mm4455 ENSMUSG00000024301
mm4454 ENSMUSG00000026930
mm4453 ENSMUSG00000028954
mm4452 ENSMUSG00000057079
mm4451 ENSMUSG00000059401
mm4450 ENSMUSG00000024254
mm4459 ENSMUSG00000066821
mm4458 ENSMUSG00000035275
mm14109 ENSMUSG00000068425
mm14108 ENSMUSG00000062905
mm13339 ENSMUSG00000048378
mm13338 ENSMUSG00000061984
mm14105 ENSMUSG00000061196
mm13336 ENSMUSG00000056822 ENSMUSG00000061361
mm13335 ENSMUSG00000058251
mm13334 ENSMUSG00000069291
mm13333 ENSMUSG00000011486
mm13332 ENSMUSG00000046807
mm14103 ENSMUSG00000053670
mm14102 ENSMUSG00000033174
mm4981 ENSMUSG00000006641
mm4980 ENSMUSG00000036864
mm4983 ENSMUSG00000021565
mm4982 ENSMUSG00000020953
mm4985 ENSMUSG00000054320
mm4984 ENSMUSG00000030409
mm4987 ENSMUSG00000049401
mm4986 ENSMUSG00000029369
mm4989 ENSMUSG00000047746
mm4988 ENSMUSG00000036779
mm7184 ENSMUSG00000042203
mm7185 ENSMUSG00000051056
mm7186 ENSMUSG00000040533
mm7187 ENSMUSG00000029630
mm7180 ENSMUSG00000058252
mm7181 ENSMUSG00000020786
mm7182 ENSMUSG00000031028
mm7183 ENSMUSG00000043073
mm9911 ENSMUSG00000041559
mm9910 ENSMUSG00000022871
