ce6621 T07D1.2
ce12314 F20E11.15
ce12315 F54D1.2
ce12316 Y17G7B.20
ce12317 DIP:24622N F54C9.5
ce12318 DIP:24728N F58E6.3
ce12319 DIP:25495N T20D3.3
ce15852 Y68A4B.2
ce15853 ZK899.3
ce15850 K07A9.3
ce8724 C14E2.2
ce15856 DIP:25127N
ce15857 Y45F10D.12 DIP:25467N
ce15854 ZK39.5
ce15855 DIP:24697N R144.9
ce15858 DIP:26311N ZK813.3
ce15859 F23H12.2 DIP:26815N
ce8800 Y60A3A.14
ce8729 F46F2.4
ce8728 Y5H2B.1
ce18261 Y26D4A.5
ce16141 F47B8.2
ce4019 DIP:25767N
ce15899 DIP:26204N Y59A8B.9
ce2873 Y71A12B.9
ce3803 C24G6.4
ce2365 D1014.5
ce3372 T24F1.3
ce8801 Y32G9A.4
ce5043 C15H11.5
ce16144 Y110A2AL.4
ce17978 DIP:25413N ZK616.3
ce15049 DIP:27320N K09G1.1
ce12362 ZK795.3
ce3802 M04G12.4
ce13546 C26B9.3
ce15048 F57B10.11 DIP:27094N
ce8590 Y116F11B.8
ce11997 R13D7.4
ce11996 F08D12.3
ce11995 F59E11.8
ce11994 W02D3.6
ce11993 T22C8.6
ce11992 Y56A3A.14
ce11991 Y43F8B.10
ce11990 F35F10.2
ce17909 Y59H11AR.3
ce15047 DIP:27034N
ce11999 T08E11.2
ce11998 F15E11.2
ce1067 F46F6.2
ce15046 DIP:26576N R13D7.7
ce1066 T03D8.5
ce15041 C02B10.4
ce15040 ZK783.3
ce1064 T07C4.10
ce15043 DIP:25453N R07B1.4
ce9417 C17A2.4
ce15042 DIP:24926N Y106G6A.5
ce2039 F54H12.1
ce7788 H12C20.6
ce19454 Y11D7A.10
ce13049 C03A7.10
ce2038 Y108G3AL.1
ce13047 F40G9.8
ce13046 C50H2.4
ce18017 R07E5.5
ce13044 Y82E9BL.15
ce18011 Y106G6D.8
ce13042 C28A5.4
ce18013 T08B6.8
ce18012 K02D10.2
ce2602 F08F8.3
ce2603 Y75B8A.19
ce10228 Y51A2D.12
ce3523 C41G7.5
ce2606 F20D1.7
ce2607 Y54F10AM.2
ce2604 F19B6.4
ce8810 T06G6.4
ce10222 K04F1.5
ce3524 ZK849.4
ce10220 K02A2.2
ce10221 F34D6.5
ce3891 Y54G2A.2
ce10227 F37C12.17
ce10224 C47A10.5
ce10225 K08D8.5
ce5052 C36A4.2
ce5053 C36A4.1
ce5050 F41B5.9
ce5051 F40F9.10
ce5056 W07A12.7
ce5057 R166.1
ce5054 F38A1.5
ce5055 C50D2.7
ce17906 C03B8.3
ce17907 B0304.4
ce5058 Y55F3C.7
ce11572 T26E3.3 DIP:26707N
ce17902 M05B5.2
ce17903 Y54G2A.36
ce11577 ZK228.3
ce17901 C10C6.7
ce3515 Y53F4B.25
ce3514 Y43F8C.3
ce3517 Y55F3BR.8
ce3516 C45G7.4
ce3511 F42G4.3 DIP:25080N
ce3510 DIP:25050N B0303.9
ce3513 H24K24.4
ce3512 C14A4.3
ce9926 C53B7.5
ce9927 K02E11.2
ce9924 Y45G12C.10 C13B7.5
ce9925 F58G4.2
ce9922 Y39G8B.2
ce3518 F53A3.2
ce9920 F35F10.4
ce9921 C16C8.17
ce13599 T13F2.9
ce13598 Y38C1BA.1
ce2032 C37H5.5
ce7456 T19C9.8
ce12904 C54D10.1
ce13591 C34E10.11
ce13590 F49C5.7
ce13593 Y60A3A.19
ce13592 Y48G1BL.3
ce13595 W05B10.4
ce13594 C42D4.3
ce13597 M04F3.2
ce2034 R13A1.4
ce2930 C38D9.6
ce7458 E02H1.3
ce2932 C48G7.1
ce3805 T13F2.6
ce2934 F02E8.4
ce2037 F17B5.1
ce2936 DIP:26704N F43E2.8
ce7459 Y60A3A.24
ce2938 R151.7
ce2939 C32E8.10
ce2036 ZK546.1
ce8591 B0218.5
ce3157 F15A2.2
ce3156 ZK1010.9
ce3151 F08G12.1
ce15918 ZC395.2
ce18454 Y46G5A.20 DIP:24828N
ce3804 C31B8.8
ce289 T04G9.1
ce288 DIP:27283N C42D8.2
ce6987 DIP:24730N F59B2.3
ce283 DIP:24516N F59E12.9
ce282 T05A12.4
ce104 F18C12.2
ce6986 DIP:24371N K10C2.4
ce287 DIP:26751N F20G4.1
ce286 K09F5.2
ce285 W03D8.6
ce284 ZK688.5
ce3377 T22B11.4
ce10488 F46B6.11
ce10160 T10D4.8
ce10486 Y57G11B.3
ce10487 C02E7.2
ce10484 F59E11.16
ce10485 ZC477.3
ce10482 F08C6.4
ce12468 Y41C4A.19
ce10480 Y110A2AL.14
ce10481 F37B4.13
ce12469 Y41E3.2
ce15610 DY3.8
ce18366 R11A5.6
ce12889 W07A12.5
ce4897 T22F7.1
ce4896 T03F6.2
ce4891 DIP:25508N F54D8.3
ce4890 ZK792.4 DIP:24797N
ce4893 Y41E3.18
ce4892 DIP:27367N F13G11.1
ce12880 F32B6.5 DIP:25813N
ce12881 DIP:26049N D1054.8
ce12882 DIP:27033N
ce12883 ZK1098.6
ce4899 H17B01.1
ce4898 CC4.3
ce12886 T01H10.4
ce12887 T26C11.5
ce15218 R02D5.1 DIP:24821N
ce15219 F26A1.4
ce12461 Y18D10A.25
ce15210 R13F6.2
ce15211 F49E11.6
ce15212 C17F4.8
ce15213 Y116A8B.1
ce15214 T21E3.2
ce15215 C24H12.8
ce15216 F36H1.5
ce15217 F11G11.2 DIP:24504N
ce11683 F55G1.7
ce11682 T04A8.6
ce11681 R107.2
ce11680 Y57G11B.2
ce11687 ZK697.3
ce12464 F26F12.1 DIP:26441N
ce11685 C03G6.6
ce11684 F36G9.14
ce19500 C24H10.4
ce19501 ZC334.9
ce11689 T28C6.5
ce12465 ZK1193.1 DIP:26658N
ce14064 F17A9.3
ce14065 T05A7.2
ce14066 Y45F10B.1
ce14067 F58B6.5
ce12080 DIP:25378N
ce12081 DIP:26293N Y22F5A.4
ce12082 DIP:26655N ZK1010.7
ce12083 C18E3.9 DIP:27074N
ce12084 C30A5.10
ce12085 F54C8.1
ce12086 Y92H12BR.8
ce12087 K07C6.9
ce12088 Y116A8C.37
ce12089 Y57G11A.3
ce3801 Y47D3A.23
ce1242 F16B3.1
ce8592 F14F8.5
ce3800 DIP:27023N
ce10819 F02A9.1
ce10818 DIP:26689N
ce10815 DIP:25736N ZK836.1
ce10814 DIP:25527N C34F6.4
ce10817 T09F5.10 DIP:26624N
ce10816 F53F4.12 DIP:26263N
ce10811 F40F12.3
ce10810 AC3.6
ce10813 DIP:24923N F07C4.5
ce10812 C06H2.7
ce1117 F43B10.2
ce1116 C11H1.4
ce1115 DIP:24764N B0365.3
ce1114 ZK994.3
ce1113 R04E5.8
ce1112 F40H6.2
ce1111 T05E7.3
ce1110 Y39G10AR.3
ce14896 DIP:24396N Y105E8B.5
ce19595 F29C4.4
ce1119 C09E7.7
ce1118 Y6B3B.3
ce6853 T15D6.4
ce6852 T11F8.2
ce13252 C56E6.2
ce13537 C29F5.4
ce8329 T19E7.3
ce8328 Y51H4A.9
ce3927 C16A11.2
ce6674 DIP:25942N F11H8.1
ce19341 F28H6.7
ce3127 F09G8.8
ce16747 C28H8.2
ce16746 Y48G1BL.5
ce16745 F36F2.1
ce16744 F31E8.4 DIP:27402N
ce16743 DIP:26698N C40H1.6
ce16742 Y51H7BR.3 DIP:26032N
ce16741 DIP:24660N F19C7.5
ce16740 F52B11.5
ce19275 F57A8.8
ce16749 W06D4.5
ce16748 Y41C4A.3
ce8047 F55G7.2
ce13250 E02C12.9
ce14608 R02F2.5 DIP:25723N
ce16151 C47A4.1
ce1391 Y116A8C.26 DIP:26469N
ce5115 DIP:25401N
ce16676 Y62H9A.5
ce1393 F58B3.5
ce1771 Y19D10A.4
ce13861 T20H9.5
ce13860 W09G12.8
ce13863 F43C11.6
ce13862 F20B10.3
ce13865 C34D4.4
ce13864 T06G6.6
ce13867 ZK909.1
ce13866 M142.4
ce13869 T06A10.4
ce13868 F58G4.3
ce11099 F56H9.1
ce1394 F56H1.1
ce1397 C09D4.4
ce16670 R01E6.2
ce15359 DIP:25636N M01F1.2
ce7953 K08E3.7 DIP:27410N
ce3379 DIP:25028N
ce14070 M18.7 DIP:25095N
ce8321 B0035.16
ce3078 C12D8.11
ce3079 C12C8.1
ce3076 C32E12.3
ce3077 C11G6.1
ce3074 D2063.2
ce3075 C24A11.8
ce3072 DIP:26473N ZC449.6
ce3073 C06E1.9 DIP:26523N
ce3070 K08E3.4 DIP:25831N
ce3071 DIP:25870N C17H12.1
ce16336 F42A6.5
ce4501 DIP:27068N K08F4.4
ce16334 C04G2.1
ce16335 F46B3.14
ce16332 ZK971.1
ce16333 F10B5.9
ce16330 F21A9.1
ce16331 K08H2.1
ce5095 B0334.5
ce16678 F48G7.8
ce16338 Y39A1A.2
ce16339 T21H8.5
ce6938 K04F1.12
ce6939 C06C3.4
ce18913 F39H2.1
ce6934 Y50D4B.6
ce6935 F59A1.13
ce6936 F13D12.5
ce6937 F53B1.6
ce6930 T27F6.2
ce6931 T24H10.5
ce6932 R13A5.11
ce6933 D2089.5
ce3120 K07F5.13
ce3371 T23G5.5
ce6696 ZC395.6
ce509 C04D8.1
ce9119 DIP:25342N C26C6.2
ce9118 F18G5.3
ce9117 T13F3.3
ce9116 T20D4.10
ce9115 Y102A5C.21
ce9114 T15B7.11
ce9113 F36G9.16
ce9112 B0304.7
ce9111 K06C4.8
ce9110 T10C6.1
ce8578 K06B9.4
ce8579 Y116F11B.5
ce7229 F28H7.8
ce7228 R09D1.4
ce8572 K07A1.1 DIP:24420N
ce8573 T10B11.3 DIP:24479N
ce8570 F16H6.8
ce8571 F46B6.3
ce8576 DIP:25986N Y43H11AL.1
ce8577 F37B4.8
ce3214 T05C12.4
ce8575 DIP:25483N F27C8.2
ce8834 R144.4
ce15198 F02E11.5
ce16210 F29B9.5
ce3376 F49F1.8
ce6463 W10G11.17
ce7640 C02B4.2
ce7646 Y43C5A.6 DIP:25225N
ce14668 ZK563.4
ce14669 ZK39.4
ce14666 Y75B8A.39
ce14667 K04H8.3
ce14664 R10H10.1
ce14665 ZK662.2
ce1181 Y37A1C.1
ce14663 T23E1.3
ce14660 VH15N14R.1
ce14661 W05F2.3
ce6881 T20F7.6
ce15136 ZK1290.1
ce3809 Y81B9A.1
ce15192 DY3.3
ce15261 C50H2.6
ce15191 T12D8.2 DIP:26980N
ce6505 F56D2.5
ce18447 Y51H4A.20
ce4440 T22D1.1
ce15195 F22H10.1
ce6248 W07A12.4
ce6249 F09C6.9
ce6246 T22F3.7
ce6247 C27H5.3
ce6244 Y75B8A.5
ce6245 ZC53.1
ce6242 DIP:26430N ZK669.4
ce6243 R02D5.6
ce6240 Y26E6A.1
ce6241 F35C8.1
ce19578 B0513.3
ce12504 T11A5.5
ce12507 B0228.7
ce6821 Y57A10A.19
ce13258 H43I07.1
ce12500 F58A4.3 DIP:27043N
ce12503 B0334.2
ce12502 DIP:27142N
ce4328 Y71F9B.8
ce12509 C32D5.5
ce14589 E04A4.2
ce5919 Y105C5B.25
ce5918 T25B2.2
ce5913 T19D12.9
ce5912 F25B4.6
ce5911 T28H10.3
ce5910 F45G2.6
ce5917 Y55F3BL.2
ce5916 F56A4.9
ce5915 C32H11.1
ce5914 Y37D8A.12 C38D4.1 W03G9.3
ce13259 F13A7.10
ce10569 AH6.7
ce10568 AH6.6
ce15045 C14F5.1 DIP:26299N
ce10564 Y6B3B.12
ce10567 F56C9.6
ce10566 T12F5.2
ce10561 C02E7.4
ce10560 F07G11.5
ce10563 F52H3.6
ce10562 Y71G12B.15
ce6798 Y39B6A.8
ce6799 F15H9.1
ce6068 T10C6.6
ce14768 ZK669.3
ce14279 T14G12.2
ce14278 Y73B3A.18
ce7250 C39B5.2
ce19750 B0302.4
ce6790 T04H1.9
ce6791 C56A3.3
ce6792 F56B6.5
ce6793 T12D8.4
ce6794 Y38F1A.10
ce6795 Y5H2B.6
ce6796 C17A2.2
ce6797 ZK563.6
ce14580 K03H1.8
ce5347 F10F2.6
ce19755 Y108G3AL.6
ce10040 K10C9.8
ce14586 C11E4.2
ce4834 F19H8.5
ce13952 F22H10.4
ce12413 F07G6.6
ce11734 F27C1.10
ce14584 ZK354.7
ce15057 Y54G11A.2
ce14760 Y52B11A.5
ce8998 F44D12.4 DIP:25383N
ce8999 C32D5.12 DIP:25635N
ce8994 Y116A8C.18
ce8995 DIP:24379N
ce8996 Y38E10A.18 DIP:24666N
ce8997 DIP:24804N ZC581.1
ce8990 R102.3
ce8991 F57A8.3
ce8992 C18C4.1
ce8993 Y46H3C.3
ce17203 R10E9.3
ce2135 F38G1.1
ce9050 F52A8.2
ce12399 F59B1.3
ce17302 F15A4.11
ce13674 W06E11.4
ce13675 F48F7.3
ce13676 C16C10.8
ce13677 Y53G8AR.6
ce13670 H20J04.8
ce13671 C09F9.4
ce13672 Y54E5B.3
ce13673 E02H1.5
ce13678 C02D5.3
ce13679 DIP:24300N B0261.4
ce1717 M28.8
ce15485 C28C12.1
ce6888 H22D07.1
ce11847 W05B2.6 F52B11.4
ce15484 Y47D7A.12
ce11846 R05A10.8
ce11849 C51E3.5
ce3679 Y110A7A.5
ce11695 C06B8.4
ce11218 T08D2.2
ce11219 F21C10.9
ce11748 C47D12.4
ce11848 F52C6.11
ce11746 DIP:27273N
ce11747 W09C3.6 T03F1.5 DIP:27281N
ce11744 DIP:26550N ZK1098.4
ce11745 ZK596.2 DIP:26587N
ce11742 T21H3.1 DIP:26176N
ce11743 DIP:26335N Y51F10.2
ce1716 K12D9.12
ce11741 B0207.4 DIP:25477N
ce5269 ZC513.5
ce5268 K05D4.4
ce344 F56C11.1
ce345 C38D9.3
ce342 F53G12.3
ce343 Y39A1B.3
ce340 Y67A10A.3
ce10616 M02B1.1
ce5261 D1014.7
ce5260 C35E7.3
ce5263 C25E10.5
ce5262 T10F2.4
ce5265 Y17G7B.10
ce5264 F56D2.7
ce5267 C12D5.7
ce5266 F54D5.5
ce4792 T09B9.2
ce4793 F16D3.7
ce4790 F09G2.8
ce15226 C48B6.3
ce18598 F55F1.3
ce18599 C45G9.13
ce4794 C25H3.4
ce4795 H25K10.5
ce18594 F14H12.6
ce18595 F56A4.3
ce4798 R09B5.11
ce4799 C33H5.11
ce18590 Y39B6A.42
ce12172 C24B9.2
ce18592 Y37E11B.7
ce18593 C39B10.5
ce5632 DIP:25343N T01G9.5
ce19249 W03C9.5
ce19248 ZC487.3
ce4318 F44A2.3
ce1568 Y53C12B.3 DIP:26678N
ce1569 B0303.11
ce5116 DIP:25797N F14H3.10
ce19242 F15A4.10
ce19241 F35H10.5
ce10610 R02D3.5
ce19247 C01G12.6
ce19246 F14D7.11
ce19245 C01G12.11
ce19244 C01G12.10
ce11214 ZC487.2
ce15471 T28A11.19
ce12176 F43H9.4
ce11215 Y57G11C.38
ce11891 DIP:26502N
ce12177 ZC455.9
ce11216 C07D8.6
ce10735 M02H5.2
ce11217 H04M03.8
ce11427 F17A9.6
ce5634 T11G6.3
ce15229 ZK1127.3
ce10737 T19E7.5
ce13881 DIP:24732N ZC239.15
ce15228 T22H6.1
ce15472 C05A9.2
ce4310 F45E4.11
ce10739 D2063.1
ce1713 W03A5.1
ce4311 R53.3
ce5638 Y37A1A.3
ce19535 K08B4.7
ce1308 Y18D10A.7
ce1309 E01H11.1
ce19534 F52D2.5
ce1302 C23G10.8 DIP:25239N
ce1303 B0212.5
ce1300 Y48G1A.5
ce1301 Y76B12C.5
ce1306 D2096.3 DIP:25148N
ce1307 DIP:27041N K04A8.6
ce1304 M01A8.2
ce1305 K06A1.6
ce751 B0334.8
ce750 H03E18.1
ce753 W03F11.2
ce752 T14B4.1
ce755 F54D11.2
ce754 BE0003N10.3 DIP:24565N
ce757 F54C4.3
ce756 Y46B2A.3
ce759 Y75B8A.26
ce14051 B0545.3
ce14050 M7.12
ce4136 Y50D4C.2
ce7854 K07D4.6
ce4134 E02D9.1
ce4135 ZK863.3
ce4132 R07C3.1
ce19533 Y76B12C.9
ce4130 DIP:25821N
ce7855 W03F8.3
ce18916 C18D11.6
ce6678 R13A1.3
ce14052 Y18D10A.10
ce7856 Y51A2D.17
ce4138 C31H5.3
ce4139 T15H9.6
ce3123 Y48G8AL.5
ce7857 C41G6.5
ce7850 C36H8.2
ce14425 C09G9.5
ce14873 T08G5.3
ce14872 F49E12.7
ce14871 C34F6.11
ce14870 F53F1.5 DIP:27156N
ce14877 F49F1.10
ce14876 F47B7.6
ce14875 T01C8.3
ce14874 F58B3.2
ce19539 C24A3.8
ce14879 C46H3.1
ce14878 C41G6.12
ce19538 B0213.3
ce17375 T01B7.9
ce17374 C25H3.14
ce17377 CC4.2
ce17376 T03G11.5
ce17371 W02D7.3
ce17370 T27E4.3 T27E4.9
ce17373 T19D7.2
ce17372 C12D8.4
ce349 F16A11.3
ce17379 C13B9.1
ce17378 K02B2.6
ce6506 F54D11.1
ce7858 Y116A8C.25
ce6500 DIP:26725N C11G6.4
ce14688 C49A1.10
ce15747 C52G5.2
ce4791 C26B9.5
ce6503 F12A10.8
ce5807 F41C3.2
ce4796 R13F6.6
ce6502 T23F2.1
ce4797 Y51B9A.6
ce9566 C14F11.4
ce9567 R07A4.4
ce9564 T26E4.7
ce9565 ZK829.8
ce9562 ZK250.3
ce9563 C34B4.2
ce9560 C10G11.4
ce9561 F59A1.10
ce9568 Y25C1A.8
ce9569 C54E10.4
ce12338 R11A5.2
ce12339 Y48G1BM.9
ce401 F55G11.9
ce12332 T05G5.7
ce12333 K07C6.8
ce12330 M02B7.4
ce12331 C47A10.8
ce12336 Y40H7A.8
ce12337 F26F4.6
ce12334 C45B11.3
ce12335 Y116A8A.8
ce8741 F08G5.2
ce8740 ZK1248.7
ce8743 H20E11.2
ce8742 F11A5.5
ce8745 Y62E10A.17
ce8744 R04B3.2
ce8747 C49D10.2
ce16207 R07B1.2
ce8749 F57B9.3
ce8748 C41H7.8
ce16204 C04F5.2
ce18591 F30H5.2
ce11925 F33H2.6 DIP:25382N
ce7532 F49C5.4
ce16202 R10D12.12
ce13733 Y41D4A.1
ce14207 Y111B2A.16
ce16203 T07C12.7
ce1953 Y37B11A.1
ce16200 DIP:27100N C33H5.12
ce1932 W02B12.6
ce18204 C15H11.10
ce13737 F42E11.4 DIP:25521N
ce13736 DIP:25191N ZK353.7
ce17190 C55B6.4
ce1952 T27A3.2
ce14609 C49H3.4 DIP:27421N
ce8838 T07H3.3
ce15733 C04E12.2
ce16291 R07C12.2
ce16290 C31E10.4
ce16293 T04F8.3
ce16292 D1086.10
ce16295 Y32B12A.1
ce16294 ZK721.4
ce16297 C05B5.8
ce16296 C10H11.7
ce16299 ZC513.2
ce16298 F37A8.1
ce11929 DIP:26140N Y94H6A.9
ce1564 K09A9.6
ce2179 C16C2.3
ce8002 F53C3.13
ce19240 DIP:26078N T24B8.5
ce12198 K03H1.11
ce8003 C01G10.11
ce1562 C54E10.1
ce8000 C03G6.13
ce1563 T19D2.1
ce3685 C33E10.5
ce3684 B0240.4
ce3687 C01H6.5
ce3686 VC5.2
ce3681 T19B10.9
ce3680 Y97E10B.1
ce3683 R05F9.1
ce3682 C04E6.6
ce8006 DIP:25112N T06E6.2
ce13209 T15H9.3
ce1561 T23F6.4 DIP:26131N
ce3689 T25B9.6
ce3688 C17H12.2
ce1950 Y53G8AM.8 DIP:24467N
ce8007 K01G5.1 DIP:25391N
ce13069 F53F1.6
ce13068 F45C12.12
ce8004 F10C2.2
ce13061 DIP:25206N C49H3.11
ce7956 F08H9.7
ce13063 DIP:25811N Y75B8A.14
ce13062 DIP:25519N
ce13065 F43E2.7 DIP:26198N
ce13064 F42A10.5 DIP:26149N
ce13067 T08G5.1
ce13066 DIP:26773N C52B11.2
ce8320 Y38H6C.13
ce2628 C52B11.3
ce19165 F58G1.8
ce2624 F52F10.4
ce2625 T21D12.7
ce2626 F18H3.3
ce3488 K09A11.1 DIP:26203N
ce2620 C31H1.1
ce2621 R02F2.7
ce2622 F34D10.4
ce4500 H19N07.1 DIP:25705N
ce17968 W07G4.1
ce17969 F21D5.8
ce5078 F13G3.3
ce5079 F38H4.4
ce2355 F47E1.4
ce5074 C30H6.5
ce5075 W08A12.1
ce5076 C36A4.6
ce5077 Y52D5A.2
ce5070 DIP:25418N H14A12.2
ce5071 DIP:26391N B0336.7
ce5072 Y38C1AA.2 DIP:26755N
ce5073 K10C3.6
ce9908 Y38A10A.1
ce9909 F43C11.9
ce18291 F36F12.7
ce18290 R186.8
ce18297 B0228.5
ce18296 F21F8.5
ce18295 DIP:26795N Y7A9D.1
ce18294 DIP:26379N F14B8.4
ce3537 T04G9.6
ce3536 F28D9.1
ce3535 Y46H3A.6
ce9903 T26E4.5
ce3533 Y38C1AA.5
ce3532 Y59A8A.1 DIP:26112N
ce3531 DIP:24673N C02C2.1
ce3530 Y48B6A.7
ce10801 ZK228.5
ce2352 K06H7.6 DIP:25184N
ce2353 R07E5.8 DIP:27363N
ce10642 C43H6.5
ce6634 C33H5.17
ce2488 F31A3.5
ce17850 F23B12.4
ce2958 F10B5.6 DIP:26429N
ce2959 F18A1.5 DIP:26609N
ce19541 C06G3.3
ce17851 C35E7.11
ce1955 Y66D12A.15
ce2953 T02B5.3
ce2482 M7.3
ce2483 Y116A8C.33
ce2956 F41E6.14
ce5186 F21D5.7
ce2486 Y70G10A.2
ce2955 F35D6.1
ce5187 F14H3.8
ce17854 Y7A5A.3
ce5181 C50H11.15
ce654 F40H6.5
ce17856 F49C5.5
ce655 F49E2.5
ce13337 F53B2.4
ce5183 K10D11.5
ce656 T21C9.6
ce17137 F08F1.8
ce6475 T21B4.4
ce6474 H27C11.1
ce19744 R06B10.7
ce6476 F48E8.2
ce6471 Y70D2A.1
ce19743 T08A9.11
ce6473 F59A1.7
ce6472 F52C9.3
ce15180 C39D10.2
ce15181 F46A8.6
ce15182 F54E7.7 DIP:24439N
ce15183 F43E2.5 DIP:24725N
ce6479 W05E10.3
ce6478 Y57G11C.2
ce19748 K09E3.4
ce19749 Y57E12B.2
ce11513 ZK520.2
ce11512 T25G12.7
ce11511 Y73C8B.1
ce11510 F21D9.4
ce11517 ZC190.5
ce11516 Y60A3A.5
ce11515 K02F2.4
ce11514 Y113G7A.9
ce14590 Y71A12B.13
ce14591 T27C5.2
ce11519 F14H12.2
ce11518 F56H6.13
ce14594 W01C9.5
ce14595 C05C9.2
ce14596 F35E8.4 F35E8.1
ce14597 C33H5.19
ce18437 K09C4.7
ce18436 R07B7.7
ce18435 Y61A9LA.7
ce18434 F52A8.1
ce18433 C49D10.11
ce18432 Y62E10A.1
ce18431 C17C3.5
ce18430 T06A1.4
ce18439 C42C1.14
ce18438 ZC334.1
ce10604 ZK909.5
ce10605 K02E2.3
ce10606 C05E4.6
ce10607 C24B5.5
ce15236 ZK970.2
ce15237 T27F6.4
ce10602 C25A1.12
ce10603 M01F1.8
ce4305 C35B1.2
ce4304 C42C1.8
ce15238 ZK1236.6
ce15239 T24A6.7
ce10608 C03B1.5
ce10609 Y6G8.4
ce4303 Y19D10A.12
ce9710 C56C10.10
ce14042 C46C11.3 DIP:25337N
ce14043 C04E6.7
ce14040 F53F10.1 DIP:24520N
ce14041 F45B8.3 DIP:24796N
ce14046 T21B4.15
ce14047 Y49F6C.7
ce14044 ZK596.1
ce19525 Y41D4B.5
ce19528 R01B10.2
ce14049 Y17D7C.1
ce3630 C17H12.4
ce13330 DIP:24808N
ce3631 F22B5.9
ce16495 C36E6.3 C36E6.5 DIP:24755N
ce14395 C56E6.4
ce3632 C31E10.6
ce3124 F19B10.10
ce17588 F10G2.6
ce17589 F37A8.5
ce17582 F47C12.6
ce17583 C24A8.5
ce17580 R03G8.2
ce17581 ZK666.1
ce17586 Y106G6H.16
ce17587 C25F6.6
ce17584 Y71F9AM.5
ce17585 F36A4.4
ce3636 B0001.3
ce5321 T28C12.1
ce3637 T22C1.8
ce1171 F59A3.2
ce1170 Y39A3CR.3
ce1173 C10G8.5
ce1172 Y110A7A.18
ce1175 F38B6.4
ce1174 DIP:26359N F54G8.4
ce1177 C55B7.1
ce1176 ZK328.2
ce1179 F28B1.2
ce1178 C14B1.7
ce1755 DIP:24901N H37A05.1
ce15936 B0047.4
ce15917 F32D8.13
ce1754 Y92H12A.5
ce8204 R52.3
ce13759 M02F4.3
ce17949 R03A10.1 DIP:26625N
ce16761 C17F4.1
ce16760 Y110A2AL.7
ce16763 T21E12.3
ce16762 F23F1.4
ce16765 Y49E10.27
ce16764 F15G9.3
ce16767 C02B4.3
ce16766 T26A8.3
ce16769 F59A7.7
ce16768 F42A6.6
ce4911 D1069.3
ce8324 Y71H2AM.20
ce13227 F42A9.7
ce13226 Y38E10A.2
ce13225 F58G4.4
ce1795 C03B1.7
ce1794 T12E12.3
ce1797 R09A8.3
ce1796 C44C8.3 C44C8.2 C44C8.4
ce1791 K02B9.2
ce1790 F10E7.4
ce1793 Y55D9A.1
ce1792 DIP:25518N W06D4.6
ce13803 C08E8.3
ce13223 C49D10.9
ce13801 F31E8.1
ce13800 ZK697.14
ce1799 F25D7.3
ce1798 F49E11.1
ce13805 C46H11.9
ce13222 K08H2.3
ce13221 Y43E12A.2
ce18940 F45E1.1
ce1638 W05H9.2
ce3258 K01A11.5
ce9359 ZK6.9
ce9358 T23D5.11
ce9355 C05A2.1
ce9354 T22B7.5
ce9357 T11F1.5
ce9356 F29F11.3
ce9351 ZK1127.4
ce9350 F47B8.7
ce9353 C28C12.12
ce9352 T22H2.3
ce3058 Y67A10A.1
ce3059 F41G4.7
ce8088 F52E4.8
ce8089 F16B12.8
ce7029 Y32G9A.9
ce7028 C26E1.3
ce7799 C49A9.7
ce7798 K12D9.1
ce7025 F40E10.3
ce7024 F10G2.3
ce7027 F44E7.8
ce7026 K07A1.12
ce7021 F21H7.10
ce7020 DIP:26867N
ce7023 Y37H2A.11
ce7022 F23C8.7
ce16350 C53D6.10
ce16351 F23B2.5
ce16352 C36B1.6
ce16353 Y79H2A.12
ce16354 Y106G6A.4
ce16355 C32C4.5
ce16356 T28F2.2
ce16357 F10G2.4
ce16358 F17C11.4
ce16359 Y47G6A.24
ce13228 F28F8.4
ce3704 C30H6.6
ce9687 F40G12.6
ce12173 F02H6.4
ce13338 Y49F6C.6
ce9684 Y40H7A.6
ce9683 F11D11.6
ce9682 K07E8.11
ce9681 C08B6.9
ce9680 Y45F10B.5
ce1636 DIP:26262N Y119C1B.8
ce9689 C24H12.11
ce8205 W06G6.7
ce9179 W04G3.5
ce9178 F08D12.10
ce568 C25G4.5
ce569 C35E7.5 DIP:24345N
ce1892 ZK84.1
ce9171 C07E3.5
ce9170 W01D2.4
ce9173 Y9C9A.6
ce9172 C17H1.9
ce566 F54G2.1
ce9174 Y42A5A.4
ce9177 T12B5.10
ce9176 Y48G1C.10
ce7249 K07H8.5
ce7248 C41H7.7
ce1637 Y116A8C.14
ce4137 C02C6.2
ce7241 C32B5.10
ce7240 Y9C9A.3
ce7243 DIP:26196N C07A12.1
ce7242 F54D5.7 DIP:25054N
ce7245 B0379.7
ce7244 T07D3.4
ce7247 C09B8.1
ce7246 F28A10.6
ce2875 DIP:27452N
ce1893 F36F2.5
ce3585 M03B6.2
ce4133 F31C3.6
ce12295 R09E10.1
ce12294 F28H7.3
ce12297 R10H1.2
ce12296 H14N18.2
ce12291 K10D6.4
ce12290 W05H5.1
ce12293 Y39A1C.3
ce12292 F43G9.3
ce14600 C03G6.5
ce14601 ZK783.5
ce14602 Y57G11C.4
ce14603 Y71F9B.15
ce2777 R153.1
ce12298 R13D11.9 F41H8.4
ce14606 F07D3.3
ce14607 DIP:24416N F32G8.6
ce15957 F13D11.3
ce15956 C26F1.3
ce15955 F42A9.9
ce15954 T13C5.6
