F1PX62	F1MZA9	D3ZV26	A2BED8	Q96II8
E2RRA8	A6QLC1	F1LNU2	Q6PFE1	Q9NZU1
E2RQ03	Q2TLZ3	A0A0G2K8H7	Q9D8V7	Q9BV97
F1PFF2	Q2KJA4	D3ZI87	Q80X66	P08949
J9NWJ9	E1BIN6	D4A1G8	Q8BUL5	Q569K6
E2R0H5	F1N1K0	D3ZF01	Q80ZM3	Q9H501
E2R138	F1MFZ2	Q63448	Q9D2G5	Q99956
E2RSA6	E1BPL8	Q78PB6	A0A0R4J0A4	P61088
E2R879	E1BFZ6	P0C1G9	Q3UYG8	Q6PEW1
F1PAQ9	Q2T9P9	D4A5C9	A2ACD2	Q86YF9
E2R329	E1BCH1	F1M3A4	Q69ZL7	P56470
F1PKH9	Q9TTK8	D4A885	Q8K199	Q8NEH6
F6UTN0	G3N3U7	D3ZV32	Q9ERS5	Q8IY26
F1PU51	F1MLY5	F1LNH0	Q6PGD0	Q8TAV5
E2RH22	Q2KIP6	Q4V8A8	P20239	O95711
F1Q223	F1MYW7	F1LR04	P09450	P49810
F1Q285	A1A4J8	P48508	F6VBR4	O15146
E2QTE2	Q17Q87	D4A107	Q8QZV4	Q9UKU9
E2REV2	F1N4T5	Q62930	Q91WT7	Q93088
F1Q0A0	Q5E9M7	D3ZQ67	Q8JZL1	P50120
J9P076	F1MCF4	D4A7S3	Q921V5	A0A0B4J2A2
E2RID9	Q29627	Q63187	Q9JHR7	Q9H1E1
F1PB79	A0JNP7	Q7TSP3	Q8BT42	A8K146
E2RRU2	F1MT15	M0R697	Q8K4T1	Q6UXG2
J9P774	Q0VC76	Q4V890	A2T4N6	P26992
E2RKR9	Q5E983	E9PTA4	Q99J39	Q969Z3
J9NS01	F1MFP7	F1LVD8	Q8K5C8	Q96IZ2
F6UVK4	Q9N1Q9	O35921	Q7TM95	Q03181
F1PXD3	Q7YRV4	A0A0G2JY58	Q68FF6	Q9UPV0
F1P8G4	A5D7I3	Q5PQJ8	Q9EQC7	Q2TAM9
F1P6V3	F1MFS6	D3ZCS5	Q19AB2	Q86WI5
J9NVD2	E1BMP3	A0A0G2K4C8	Q9WUR9	Q9Y6Y1
B5RHI0	Q2NKZ7	D4AEG6	Q8C142	Q9NUH8
E2RTI7	E1BG11	P70563	Q61146	O60308
E2RCJ9	G5E582	D3ZLH8	Q99MD9	Q969Z4
J9P268	G5E5M1	D4A4Q4	A6H619	P19623
E2R865	F1MXQ6	A0A0G2KAX6	P35737	Q9Y6A2
J9P1C2	F1MYP2	D4A8E7	A0A286YDA8	O00487
F1PU87	F1N5Q7	D3ZMP9	Q9WTJ4	Q96HE9
E2QWE3	Q2YDE9	G3V8D5	P51150	Q96NB2
E2RRX9	Q3SYX6	G3V9A7	Q9DCW4	P07098
J9P8M5	Q2HJF9	D4A4S5	E9PZ36	B7Z5V2
E2RAH6	P02639	G3V733	H3BJ82	Q9H0W9
E2QWE1	E1BEM3	D4A5T1	Q8BIG4	Q9UPQ9
Q2ABD5	F1MIL3	D4ABA9	Q60755	P26998
J9PBL1	E1BKW3	Q2I0Y6	O35345	Q5TCX8
F1PBY5	F1MIC8	F1M8X9	P08003	Q96HR4
J9NVF7	A7MAZ6	P70585	A2ARU5	Q5W0V3
E2RCJ2	F1N7C9	G3V894	Q6ZQ03	Q96DE5
F1PP02	F1MX85	D4A1M1	Q8K0E1	Q9NYG2
E2R0J1	F6RQY3	D4A0A2	Q3UJH4	Q9BU02
J9P728	G1K1Q0	Q38PG0	Q811W0	Q96AQ7
J9NW08	E1BLK6	F1M7X9	Q3UDS4	Q9H790
F1PVV6	Q0P5B2	B2RYM9	Q9JLG8	Q9NWG8
E2RRF5	Q58DR1	P20788	P61089	P62841
J9NXC1	E1BMM4	G3V6E2	Q8CFJ7	P47893
F2Z4N3	A5D7E8	D4AE10	Q60605	Q04637
E2QX66	E1BPA9	Q99MZ4	Q9QXA5	Q99708
F1PPB7	Q5E9B8	F1LRV9	Q61079	P38606
J9JHT4	E1BDZ3	B2RYM1	Q60675	P13995
J9P1V7	F1N458	Q4V8P9	Q8BHX3	Q96CH1
F6UXJ6	F1N7I1	D3ZBP4	Q8R344	O75208
E2RG30	Q2HJ64	A0A0H2UHU4	B2RSU6	Q9BQY9
E2QY00	A0A140T868	B5BUZ1	Q920E3	Q6PJT7
E2R6I2	F1MJ18	Q4V886	Q64152	Q14849
F1PW21	Q0P5C9	A0A0G2K988	A0A0U1RNL9	Q96QD8
J9NYY5	G3N0X2	P18614	Q9CQL6	Q6NYC8
J9P1G1	F1N062	D3ZB49	Q8JZV7	Q9Y6U7
F6XXD6	Q08DT8	G3V914	P70324	Q9UG63
J9P3A9	F6RQK3	Q9EQV6	Q99PJ0	Q7LGC8
E2QWM1	E1BLQ9	Q62896	Q9ERD6	Q9H857
E2RN32	Q3SZN0	G3V7Z3	Q3UQU0	O95425
E2REF8	F6RMH4	Q7TNB2	B1AVF5	P02545
E2RBU1	E1BKM4	D3ZZR5	Q80ZM5	Q8N448
F1PV70	A7E3D8	D4A6U4	G3X9B7	P23409
F1P675	A0A0A0MPA2	A0A0A0MXY7	A2AC93	Q7Z2Y5
J9NXV8	P42026	D4A815	Q6NZA9	O43542
F6Y4M4	F1MKR5	F1LR98	Q5I2A0	A1A580
J9NSD4	F6RF48	Q924T4	A0A1B0GRU3	Q13398
F1Q3K6	E1BGR4	O09171	Q6PE65	P36508
F1PJC5	E1BJV7	D3ZBG6	Q08481	Q16760
E2RSR7	G3MYC4	E9PSM0	Q765H6	Q5GH77
F1PPV5	F1MPM0	D3ZH71	Q8CCN1	Q9BYE2
E2R586	F1MLD8	G3V780	Q8K5B1	Q9NUL5
J9NRL7	F1MXH8	Q68G28	Q3UH45	Q8IY67
E2RQT4	Q5E9V1	P50554	Q9CWV7	O14827
F1PCD1	A2VE53	Q6SLE7	P42867	Q1RMZ1
E2R6Q2	F1MFD1	Q6IRE4	Q9QZK2	Q06787
F6X604	F1N018	M0R7V3	Q9D305	P82932
E2RBH4	Q3T138	D3ZKD3	Q91VS8	Q71DI3
J9PBC0	F1MS23	D4AB26	P62274	Q9H2L4
E2R983	P48427	D4A1D3	D3Z3H1	Q9H992
E2RAA8	Q29S16	Q5M836	M0QWH9	P30042
F1PT17	Q17QC5	G3V968	Q8R3N1	Q9UHI6
E2RHV5	E1BDQ0	Q99NA5	P04186	P31639
F1PPV8	F1MFA0	D4A533	Q62386	Q96FV3
J9NRS7	Q148G8	F1M9X2	Q9D1I2	Q8IYA6
J9P3S9	A7MBH7	Q6IN10	Q08331	Q9BX79
E2RDJ3	O02698	D3ZGK2	B2RUQ2	P17538
E2R776	Q0VC39	F1LX74	Q8CFV4	P32297
F1PE27	E1BH49	D3ZSU3	Q810N6	Q9BXX2
F6XXW3	Q58CR1	Q4V8K5	Q3UME2	P53680
E2RSK5	E1B7Y3	F1LQY6	Q3UHI4	P28356
F1P9K6	Q3T0R9	D3ZXC8	Q8BTN3	A4D0S4
E2R0U7	Q3T0E1	P18864	P09021	Q9HD23
F1PVV8	A3KN01	B1WBP4	Q9JJD0	Q7Z7C8
F1PGP9	F1MPZ6	Q9WTQ0	Q5U413	Q96LB9
F1Q245	E1BKL5	F1MA76	Q9D2A5	P61018
F1P961	F1N772	K3W4U8	A6H603	Q9UHP9
F1PKN2	F1N0I9	D3ZG43	Q9R190	P27635
E2RFA4	P13696	F7ESX8	Q8BG48	Q9NNW5
E2RN40	Q5E978	A0A0G2K3W4	A0A0G2JEA5	Q9UBS8
F1PPM9	E1B7E2	Q9QZK5	A0A0U1RNT0	Q8NCC3
E2R608	A5D977	Q5U321	Q9Z2G6	Q9UGP4
E2QYA5	Q1RMW2	A0A0G2K7F1	Q91VT3	Q9BXP8
F1PSU4	F1N184	D4A7B6	Q9DD06	Q96RI0
E2RLK1	E1BKW5	D4A0V9	Q8BQU3	O76064
F1PF22	F1N5P5	Q63692	P40646	O75185
F1PS48	E1B9X1	D4ACW0	P61922	Q99805
F1Q3Q3	G3MY36	D4ABL9	A0A0R4J033	Q06210
J9NT23	Q32PJ4	G3V9B6	Q8CIH5	Q6P1J6
F1PWP3	E1BIK9	Q6AYS5	Q5SV66	Q9NWS1
F1P6R5	F6QSB2	Q924K2	Q9QUN7	Q9UFD9
E2R813	A2VDV6	F7FL39	O89061	P31431
E2RQP6	F1MQ21	Q6AXR6	P03888	Q3ZCQ8
F1PQ85	F1MUW4	F1LVL6	Q6P9S7	Q9BVL4
E2RBE4	F6QC58	M0R4L0	Q9CWS1	Q9UKV0
E2RB57	F1N531	B0BNM0	Q9D8S9	Q9Y2V2
F1PWY4	F1MSQ2	D3ZUL1	Q791N7	P27105
E2RMY7	E1BMW6	M0R9R0	Q9EQH2	Q01804
F1PIA3	A7MBJ3	Q4V8A9	P70207	Q15884
E2R042	P17404	Q925D4	M0QWR7	P46721
E2R106	G3MXS9	Q6IRG7	Q6ZPZ3	O43790
E2R4J1	Q1LZB3	Q5M7U1	Q9CYW4	P0DJG4
E2RHJ1	Q148L0	P08911	Q7TMW6	Q7Z572
F1PH14	F1N1Z6	F1M0Z6	Q8CDK2	P0C7T8
F1PVM3	Q95LA0	F1LPL9	A2AVQ5	P60510
E2RRG1	A6H712	F1LYX1	A6ZI46	Q15761
E2RTC8	Q5E9Z8	Q5U3Z6	P63002	P34897
J9P9T7	A0A140T8A3	Q8CHM1	P24622	O75897
J9JHR0	Q1RMI1	M0RC89	B2RT44	Q4KMG9
J9P588	P01246	D4A6D7	Q63810	P33764
E2QZA8	F1MJI0	O89039	Q71FD7	P01909
J9NY38	E1BGA5	D3ZDG6	Q3V118	P56178
F1Q3S2	E1B8N8	D3ZT79	Q6F3F9	Q92874
J9P5D6	A4FUZ6	B2GUZ9	Q6KCD5	Q9BYE4
J9NRF7	Q17QL3	G3V9S5	Q99LS1	Q15649
F1P8L5	A6QQC1	Q9Z1C8	Q9QZB0	Q96AH8
E2QU93	E1BNZ9	A0A0G2JVP0	Q76LW6	P98168
F1Q2C0	E1BN31	R9PXY9	Q2LKW6	Q9UGL9
F1PJR8	Q17QE0	D3ZS79	Q8VC88	Q7Z3Y4
F1PLW8	A6QQM5	Q9QZ58	P47936	Q969Q4
E2RT93	P27479	Q499V1	E9QPQ6	Q9NTX5
E2QUE2	Q1LZC2	A0A0A0MY08	Q7M759	Q03167
E2QZZ4	E1BG12	P27791	Q8R2R9	O75473
E2R7Q8	E1BMC2	Q496Z2	Q80ZQ3	Q8NAT2
J9P9A3	Q28065	G3V6V3	Q76LS9	Q27J81
E2RRJ5	Q3SZK8	Q5RKI0	D3Z4D8	Q8NHG8
E2RQ39	Q1LZB9	Q6AXT9	Q8JZZ7	Q5BJF2
J9PBF3	G3MXM3	F1MA10	B2RY21	Q9NXD3
F1PTN4	E1BCH2	F1LVT1	Q6PB60	Q9BSD3
E2QW02	F1MML3	Q03348	Q3USJ1	Q8N635
F1Q2J3	F1MFF9	M0RDX6	Q8C5J0	P16284
E2QU67	A6QPE1	Q9JIR4	Q00342	Q9UN71
J9P9E4	E1BCZ3	B5DEI7	Q8C7R7	P28066
F1PHK9	E1BIH4	Q6IFV5	Q02384	Q8N114
E2R525	F1MX50	G3V6W2	Q91WM3	P47756
F1PE02	G3N2D1	Q2TGI6	Q9WTN6	Q8IUC4
J9P2N1	F1N362	D3Z8B9	Q05117	P42785
J9P7F3	Q29RT9	G3V9W4	Q6DFV7	P13498
P0CAN6	A5PJP0	D3Z9E1	Q9CWE6	Q96SK3
J9P8M7	Q08D90	D3ZNG9	P58710	Q9NVX7
E2RQE0	G3MZV1	Q4V7C7	Q7TT35	Q8N475
E2RD97	E1B779	G3V8N6	A8E0Y8	Q5VUJ5
F1PLD8	Q17QQ1	B2RYW3	O88574	P23508
J9P2S9	F1MKB5	Q6XD99	Q6ZQE4	P11387
J9JHC4	Q0P5C2	A0A0G2K238	Q9WTL7	Q9H2F9
F1P8S4	E1BJM5	Q4V8I1	P62311	Q9UNQ0
E2QTG7	Q2KIY1	Q566C7	O54865	Q13546
J9P0Y8	G3MZ53	D4A8Y6	Q7TQJ1	P85299
E2R9I5	Q2KJA0	G3V6L9	F6TQN9	P52798
F1PNA7	F1MXQ1	M0R436	Q9Z329	P00491
E2R7D3	A8WFK5	D3ZQG3	D3YYY8	P11597
F1PUS8	F1N005	A2IBE0	Q8R4V1	P20042
J9P5R6	E1BMM2	Q63164	Q80W94	Q5TB27
F1Q2M7	O18756	Q5M7T9	Q8VIK2	P0DJI9
F1PS56	F1MUJ0	Q3KR55	Q8R2P1	Q9H295
F1Q1B7	E1BA81	D3Z9C4	Q9CXL7	Q6S545
E2RMD4	Q95MQ1	A0A096MK84	Q9QZM2	Q8TF62
F1PW67	Q3T0Y8	D3ZIP1	Q6A0D4	Q9BWN1
F6ULU4	A6QPV4	P63312	Q9JJJ3	Q99547
E2QXS6	A6QR41	M0R3X3	Q3TQ03	O75381
P63050	F1N6C0	Q62844	Q9JMH9	Q14258
E2R4R9	F6QD94	Q5M819	Q5SSE9	Q96M63
F6Y0P3	E1BPP7	Q71UF4	O88685	P23258
F1P8R6	F1MUP3	G3V8M7	P22723	Q6P5W5
J9NV55	F1MLQ5	D4AE82	Q505G4	Q16428
E2R3P7	P79135	D4A2B0	Q80XI4	P01258
J9NYF3	P00428	Q9JM47	Q8VCB2	Q12952
E2R3R0	F1MTC3	D4AE08	Q61858	Q9Y248
J9NTA0	Q17QG2	A0A0G2JWJ3	P52480	Q99459
J9P901	E1BA36	G3V7E2	Q9Z126	Q96QA6
J9P2Y9	A7MBH5	D4ABL7	Q3LAC4	Q9Y5P3
F1PD83	F1N6K7	Q5PQL9	Q9DB15	Q6PIU1
Q005W6	Q0VCL2	B2RYL3	Q3TCJ8	P18564
E2QTC6	F1MZ60	G3V633	Q9CZB6	Q96N64
F1PLN8	F6QK33	F1LNN2	Q8BHC0	Q9NPG1
E2QV61	Q3ZC31	A0A0G2KB87	I7HPW4	P53677
F1PFK5	A6QQ88	P37361	E9QK04	Q9NQF3
E2RPD9	Q3ZCF6	F1LQJ7	Q3UDE2	Q96Q83
J9NVJ8	G5E529	A0A140TAD4	P50136	P47869
J9NWI2	F1MWF2	A0A0G2JZH0	P21275	Q13469
E2RNC3	F1MS34	Q9JI56	Q8C6B2	P24539
Q9N0Y3	E1BEL5	B4F7A1	A0A0R4J0L6	Q96D09
E2RIZ5	E1BG80	A0A0G2K042	P27512	B4DGR3
F1P922	Q2KIY7	Q68G31	Q5IR70	Q12986
J9P9M2	Q05JF3	Q62884	Q91Z58	Q92502
J9P9Q8	Q08DN5	B5DF08	Q5SZA1	O43556
E2RMV7	F1N797	P34975	P11152	P39086
E2R7X7	G3N3R1	Q68G12	P58749	O00750
E2RFI5	E1B9Q3	A0A0G2K6V0	P97762	Q13084
E2RRP9	A6QL75	D3ZLI9	Q80YR4	Q92484
F1PA88	Q17QQ2	Q3B8Q0	Q9D1R2	Q2TB20
E2RMM0	A5PK30	Q9Z0W5	Q9CRS6	Q92692
F1PB06	Q08E50	Q6P6S3	O88324	Q9UNX4
P41547	P63292	Q9ES58	P01897	O15014
E2RK13	Q2T9M5	Q64623	Q9CQJ2	P52597
E2RLM5	F1MKY8	Q9R237	A0A0G2JDG8	Q14565
F1PKR2	E1BIN7	D3ZC15	Q00690	P03928
E2RSI5	F1MK61	Q4G059	Q9Z2I0	Q5T447
E2R1I4	E1BPP9	Q9WTY2	Q9Z260	P08151
E2RBR5	F1MTN1	F1M8G0	Q9D8X1	P01275
J9P5U7	E1B9W2	Q9WVI4	Q62240	Q9BT08
E2RQ56	E1BGR0	F1M324	Q921I1	Q4VXU2
F1PJK9	F1N7T2	Q5RJK8	Q8C650	P58317
A0A8J8	Q2HJA6	A0A0G2K0U8	Q14BA6	Q14691
J9NVW3	A6QLK2	D3ZBV9	A2AAX3	O00762
E2RIC7	F1MW66	D4A4I9	Q80Y14	Q13133
F1Q3Y4	Q8SPP7	A0A0G2K884	G5E8K1	Q6ZST4
J9P9I5	F1MWN0	D3ZPV2	Q8R0W1	Q96FQ7
E2RPW3	E1BBS0	D3ZB78	Q9D1G3	Q8TEQ8
F1PB08	Q3T189	O35115	P43404	Q96PU5
E2RJQ7	F1N0I1	P57769	O35157	Q6FIG4
J9P502	E1BL76	F7F5A1	Q8BXQ8	P32121
J9P2L1	F1N2S7	F1M9D0	Q9QXG4	P55771
J9P438	E1BBQ5	A0A0G2K349	Q9D5K4	Q15911
E2QU08	F1MQ34	Q63450	Q8BVU0	O00264
F1PU24	E1BGL9	Q6P771	Q9CPY6	Q92985
E2QZD5	Q1JQA8	D3ZJX1	P01575	Q8N4M1
H9GWC0	Q58CQ1	D3Z9J7	P97350	Q7L576
J9P8M0	E1BJ33	Q4KM37	Q03267	Q86Y25
J9NW98	F1N1J2	Q5FVF1	P0DJI6	P61221
E2RIF3	F1MM71	B1H284	E9Q284	P60763
E2QXA2	B1H0W3	D3ZCU8	Q9DAH2	Q86SQ0
E2REF2	F1MJQ8	F1M0R6	Q9JI78	Q8WX92
E2R068	P80311	D3ZEI0	Q9DC28	Q8WYE1
E2RGS6	E1BG90	Q00939	Q3UMF9	Q96DZ7
E2R2G3	Q0IIH8	M0R4I7	Q8K007	Q96HY6
E2R484	F6RJG0	D4A7F6	Q61672	Q96IK1
E2RSW1	F1MYZ5	Q569A7	Q8CHS2	Q7Z6G3
F1PEK4	A2VDL4	P40748	Q64221	P04040
J9P094	E1BI17	O55012	A0A0R4J0D0	Q6AZY7
F1PPU3	E1B9Z8	Q56A29	Q9D030	Q96P65
F1PH04	Q5KR49	A0A140TAG0	Q8BWY2	Q53HV7
F1P8V6	Q2KIP1	F1M7Z9	Q8K2H2	P78562
E2RE83	C1JGV6	D3ZHR8	A0A286YDY9	Q8WTV0
E2R7W1	E1BF75	Q5U2R1	Q8R3Y8	B4DMS2
G1K2D8	F1MUG8	A0A0H2UHY4	Q61508	Q9NQ34
F1Q437	Q0VD05	F1M2D4	Q61555	O14944
J9P0G2	F1N0W7	D4A2R5	O88712	O75530
F6Y8N2	G3MXV7	Q7TNL0	Q811Q9	Q5TF58
F1PKJ5	F1N0Y5	Q8K3K1	Q0P5X5	Q6UX41
J9NVR5	Q58DS4	Q8R560	O88811	P42224
E2R473	F1N2Y2	D3ZB99	Q8K419	Q96A49
F6V5X6	E1BDF5	Q6MG81	P17710	P27708
E2QUJ5	F1MW29	Q6MGB0	Q3UZ01	P62166
E2RR20	Q3T196	P62963	F8VPV3	Q9BQ75
F1PQP7	A6H7E6	D3ZSL2	O09112	P49862
E2R868	A6QLZ3	Q2M2S1	S4R2I1	Q8IWE4
F1Q057	G3N2P1	Q32KJ9	Q3TPT0	P23142
E2RHE3	Q2TBK3	Q5HZW3	Q9D1R1	P45974
F6XAQ7	A0A140T872	D3ZR96	P63040	Q499Z4
E2QUS6	A5PJD6	G3V7A4	P13405	Q76G19
H9GWD1	F1MJ04	Q9EPG9	P39749	Q5JSP0
E2RFB7	E1BJQ4	D3Z8K0	F2Z461	Q9NX78
E2RLS2	E1BEI3	D3ZH40	Q91YQ1	O15205
E2RTM5	Q1RMV5	D3ZCQ2	Q3U1Y4	O95944
E2QXK5	Q0VCK4	F7EL93	Q80ZA7	Q9NQX7
J9PBD3	Q2TBI4	B2RZD4	Q9JII5	O43916
E2RDD1	A4IFB9	F7FJK6	Q75UR0	Q04609
E2RC47	F1MFT9	M0R685	P81068	Q8NCM8
F1PSL2	E1BFC2	G3V8D3	G5E893	Q53EZ4
J9NTP9	F1MVZ6	P55161	Q61743	Q6P9G0
E2RQ57	F1N2L6	Q8R455	Q9D3D0	P63151
F1PHJ2	Q2NKV2	B5DFM9	O88448	Q9BTF0
E2RSF7	G3X7A0	D3ZKU7	P97821	Q96K19
J9P741	P35816	Q5BJR9	Q9D1B1	P58549
E2QTY9	F1MBM5	F1LPY4	P12850	Q9UHQ1
E2RL19	E1BJR2	D4ACN6	Q8C7R4	Q02543
F1PQB8	E1BCZ1	D4A4X5	Q91V79	O15427
F1PC25	E1B9E0	M0R986	Q3TVR4	Q7RTX0
E2R4A3	A6H7D7	A0A0G2K4D9	P10923	Q96LR7
F6UZT2	E1B7L0	P28646	Q3URY6	B4DW97
F1PML1	F1MU46	A0A0G2JT77	A0A0R4J1G4	P53999
F6XPS6	E1BAW7	D4ABS0	Q9ERV1	Q96RF1
F1PEQ0	F1MQ31	A0A0H2UI14	Q8C1F4	Q9Y5B0
F1PCF3	A5PJG8	B5DF15	Q8BH44	A0A087X2D5
E2RMV0	E1BHM9	D4ADG2	O08686	P48029
F1PDY0	A7Z045	A0A0H2UI10	Q8VCI5	P06737
F1PPP6	G5E576	B1WBZ2	D3Z224	Q9NQL2
F1P966	E1BB15	Q5U2V2	Q60767	Q9NUW8
E2R4N0	A6QR52	Q5RKH9	Q8BVG5	Q9C0K1
E2RN91	E1BPN0	D4A5I4	P47806	Q13310
F1P9C3	E1BKB2	B2GV47	Q9D5V6	O75909
E2RDC8	Q2T9Q6	Q9Z200	Q3U108	P10153
E2RDX1	E1BJC2	G3V6W8	Q4VBE7	P47211
J9NVW0	F1ML57	D3ZR99	Q9R1Z7	P00403
E2QZ15	F1MKS4	Q5U1W0	E9Q9S7	Q9NY72
F6V7Y8	Q2KIT5	D3ZEY0	Q6NXZ5	Q8NBM4
F1PIW7	E1BBN7	G3V792	G3X9Z7	Q13098
E2RIJ7	Q3T0Z7	D3ZBG7	O09039	P26639
E2R7E8	F1MKU0	B2GV24	P35428	Q9Y224
F1P9L2	F1MGE1	D3ZN57	P22777	O95416
L7N047	F1N7K8	P56522	P58044	P32926
J9P5Z9	A4FUE5	Q5RK08	Q8CD10	Q86WV6
E2RCQ4	Q1RMI8	A0A0G2K6N9	Q61387	P28074
F6V893	P62964	D3ZM49	Q6P1E7	Q499L9
F6XPA4	F1MQ90	Q6AYN4	Q9DA19	Q14586
E2R8E1	F1MJV1	F1M5T3	E9PYL2	Q8IYR0
E2R0B4	F1MH02	D4ABV2	Q8C1R0	Q86W34
F6UNT4	G3X8D4	P32232	P57080	Q8N6L0
F1PP47	F1MMK1	D3ZRZ9	D3Z4N6	O75815
E2RPI2	F1MWV0	D3ZDC2	Q9Z2M7	Q68DN1
J9P1R2	Q0IIB3	A6H909	O88816	P41970
E2RQN3	Q0VCW0	P55926	Q9DCZ1	A0M8Q9
Q5XNS0	F1MZD5	D4AEP3	D3Z2Z3	P51813
E2R9P5	Q3SX04	P31596	Q5SSG4	P62890
J9P9G2	F1MXE0	D4A434	P31316	Q99835
J9NYP8	A6QR07	P02600	Q61271	Q15744
F1PUW1	Q3MHW0	Q9JI61	H9KUZ3	O95238
F1PPG5	E1BKT8	F1M8P2	Q91W89	A6NFR6
E2RIQ5	F1MJ31	D3ZYP7	P97436	Q6NUQ1
J9P854	P02720	Q4KLI0	Q9D495	O60487
F1Q1N4	F1MAW5	A0A0G2JUZ7	P09225	Q9C004
Q1HE58	A0JNF5	D3ZWX2	Q91YL3	Q86SE8
F1PQ52	E1BHP4	P43428	Q8CG71	Q01469
E2RMG0	A0JNF3	A2RRU2	P70701	Q9Y6I4
E2R5V5	A0JNE0	F1LRX4	O70472	Q9C0C4
J9NVH4	E1BJS8	Q5XIU5	Q8VCI0	A6NI86
E2RG90	Q2KJ77	F1LUS2	D3Z0X1	Q92841
Q49RC5	F1MCK5	F1LM46	E9PX09	Q9NR61
E2QZ51	A0JN40	P56627	O55192	O95340
F1PLN1	F1N437	D3ZVG6	Q9D9U9	Q96PX9
E2QV07	Q5E954	A0A0G2K0B4	A2AIX1	Q8N2U0
E2R716	F1MX01	P58295	P00860	Q5TC12
E2R7P9	Q58CZ7	O08961	Q3TMW1	Q9NV70
Q30KS7	E1BAL1	Q63481	Q9EPC5	Q9HCE0
E2RRX4	A4IFG8	M0R4S4	Q8BWP5	Q8NF99
E2RCH7	E1B7H0	Q6AYK2	O09047	Q7Z6Z7
F1P9I1	Q2KIA1	D4ACB6	Q9EQS9	Q8IYD2
J9PA58	E1BJK7	Q5PQR6	Q5PSV9	P78365
F1Q233	F1MGK4	D3ZCR5	Q9CYR6	Q7Z5J1
E2RL41	F1N1T3	Q68FR2	Q91ZY2	Q5XG92
F1PR25	G3X6L8	A0A0G2K470	Q6PHB0	Q9H300
E2RLR6	F1N3Y9	D3ZDR2	Q8K126	Q15842
F1PJI3	Q3ZBM1	D3ZZM7	Q9JHZ2	Q8N2M4
J9NWH1	E1B859	B8K1X9	G3UYU0	P02671
F1PX05	G3N248	Q91Z79	Q45HK4	Q8N3J5
E2QTF0	A7YWG6	D4ABB2	D6RGQ2	P06028
J9P579	F1N0U5	B2GV25	Q9D3S3	Q96HP4
F1PAD5	A6QP85	Q6AYB9	Q8VDF3	Q96KN2
E2R0R2	Q1LZ86	Q76KC6	Q9CR23	Q9P2R3
J9P6H7	Q9XT98	D4AAX4	Q9Z0R0	Q3ZAQ7
F1PYX6	A1A4L8	D4A0Y2	Q8BP97	Q7Z3C6
E2RQD5	Q32KX7	D3ZS54	Q9WVS4	P11717
F1Q2N8	E1BGZ0	Q6YH22	Q923Y8	Q9Y6H3
J9NUX1	A6QR12	D3ZNS8	Q91VC3	Q9UHD2
E2RBU8	E1B968	A0A0G2JUE5	Q91ZD1	P51531
F1P649	Q1JPF3	Q6IFX1	Q5U4D8	P03973
F2Z4N8	F1MAZ9	Q9JJM7	Q9CRC8	Q7Z7F7
E2RLJ8	F1N2F0	D3ZI74	Q9ESK4	P30566
F1PLQ2	P14568	F1LNV7	P51660	Q15311
E2RPI7	G3X6K1	F1LVF4	Q8VCM4	Q96C00
J9NZL7	F1MX03	Q8K5E0	Q7TS63	Q9NP58
E2RF86	E1BQ09	D3ZSZ0	P41047	Q13045
E2RT43	E1B7X1	Q641Z5	Q99PS0	Q15054
F1PMA7	Q08DM3	P62950	Q9CZ91	Q9P206
F1PHN5	F6RHP0	Q8VIJ4	P97813	Q9Y6D0
E2QU91	E1BB26	D4A604	Q8CDV6	O95084
F6Y2S5	F1MID4	F1LTJ8	P51906	P50135
E2RFC4	E1BGG6	M0RDD8	A0A087WQ89	Q4G0N4
J9P991	F1MRL4	F1LQ74	A0A0R4J133	Q5TA76
F1PFB6	A6QLV6	D3ZEB1	Q9D8M3	P08240
E2RL90	E1BI26	Q2PQA9	P07901	Q96DD7
E2R9R6	F1N1Q7	B0BN28	Q9D328	O75923
E2RRC5	F1MSN5	Q5FWU5	Q9QWT9	Q53H12
E2RKP5	F1MRU4	G3V6X2	Q9QYZ8	Q13574
F1PH46	A6QQD5	D3ZAI4	Q06348	Q14139
F6UXD0	E1BBN3	D3ZNP4	E9Q9K5	P02647
E2RJS1	E1BIQ9	D4ABN2	Q8BYH0	P51636
E2RAE6	F1MGY3	A0A0G2K717	Q920G9	Q16666
F1PFD8	Q07130	Q5PQT7	Q9QYH6	P11308
F1Q224	F1MM48	Q8K4R8	E9PWD2	Q6S5H4
E2RFH9	A6QQX6	P19491	Q9D915	P34896
F6XU00	F1MGY9	F1LVX1	Q8C0G2	Q9H6L5
E2QWX7	F1MNT2	Q4QQW8	Q69ZK9	Q01826
E2R4N4	F1N140	Q5XIV0	P48540	O95807
F6V6K4	F1MH28	Q5BJT7	Q91XX8	Q9UNM6
F1PJZ8	F1MCJ0	P02401	E9QKI2	Q7Z4H4
F1PWX4	F1ML49	A0A0G2JSH0	P51175	Q9BRQ4
E2R038	Q2KHZ9	A0A0G2K3V9	Q61263	Q13283
E2RPA2	F1N3K6	B0BNA2	Q9EQF4	Q96M29
E2RH49	F1MJW3	Q4QQS3	Q9JL60	Q76KP1
F1PDX2	F1MQ96	Q9Z1E1	Q99KF1	Q6PCT2
F1PUF8	Q3SZY9	A0A140TAC9	P70182	P28039
