E2R9K4	A6QLA8	P35739	P12023	Q5EBL4
J9P0D5	F1N5L1	Q6YDN7	E9PYT0	Q6QNY0
F1PBF7	F1MXD8	D3ZV39	Q9ER75	Q70JA7
E2RPJ4	E1BAI7	G3V9H6	O88492	Q9Y5W9
E2RCZ4	Q3SYT6	F1LSK3	A0A0R4J215	Q16825
F1PFA9	E1BC17	Q99MF4	Q9D309	Q9BT43
F1PV70	A6QQ18	P70597	Q8CAK3	Q13191
F1Q023	E1BBZ9	D3ZZH7	D3Z3P1	Q9NPL8
F1PCI7	E1BDX1	D3ZU86	Q4FZF2	Q5W0Z9
J9P5V9	A4IF78	A0A0G2K4U4	O88325	Q6KF10
J9NS45	F1MHF0	A0A0G2JW83	P56400	Q9NYN1
F6XLP1	F1N775	G3V6M8	Q8CI96	P42680
J9P946	F1MK88	A0A0G2K9E1	O88207	P20749
F1PTR8	A0JNK3	D3ZWF4	Q9CQK7	Q86Y01
E2RIF2	Q2KIB5	F1M2Q1	Q9WVF6	Q5T686
E2R4L6	P30367	M0R4T9	Q60846	Q8TBF5
E2RPT1	F1MXS6	Q6AY79	Q8BMT4	Q9GZV3
E2R2F7	A7E308	D4A2V8	Q3UHK6	Q9BZD7
E2RR60	F1N5Q7	Q6AY97	Q5NBU8	Q9UJ68
F1PSN6	F1N6V1	G3V6E5	Q8C1Q4	Q969P6
F1P8Q5	F1MPI9	F1LZQ6	Q8CFZ5	P60321
E2R9P5	F1N1Q7	G3V9M3	Q8CGE9	Q6ZP80
F1PBV7	Q2KJE5	E9PU34	Q91Y00	Q9H9H4
E2RMK7	E1BIP9	Q62838	Q91V79	W5RWE1
E2QT30	F1MMW7	M0RDI5	Q9CY99	O14813
E2RJE3	E1BGL4	Q64165	Q9Z1P4	Q8N3T1
E2QXB0	Q0IID2	D4ACE4	Q922Q9	P04437
E2RB07	F1MLZ9	D3ZJ87	Q8BKC8	Q9Y2G0
J9P2P2	A4FV89	Q6AYH6	Q8BQP9	Q8TCT6
F1PNV8	Q2KIV3	P11530	Q8VCN5	Q5H9I0
E2R4W3	F1MQX8	Q01460	Q8QZV4	P30874
E2REJ7	F1MNI0	Q66HD3	P20918	Q5TGZ0
E2QVV4	A3KMW6	A9UMW0	Q61112	O75306
F1PZW1	F1N1M7	Q9WTQ2	P42586	Q9H6L4
F1PLK7	F1MR92	D3Z9C4	Q9WTS2	P04731
J9NWP2	F1N0Y5	P09216	D3YV17	Q8TC92
F1PLA4	F1MBU4	D4A7M3	Q8CFK6	Q04844
A0A0A0MPB7	E1B7H0	Q5FVI6	Q9CZX2	P48634
E2RDZ3	G3N0L7	A0A0G2JZF5	Q9DBU2	Q8IVA1
F1PI33	F1N783	D4AE79	Q91X72	Q03405
E2R5J8	Q9TTY5	G3V6L0	P43027	Q8N608
F1Q2C1	E1BNK1	M0RCJ1	E9PXB2	Q86W67
E2RCW0	E1B919	F1LSP9	P26618	Q9NVM9
J9PB48	F1MHH5	A0A0A0MXU9	P07147	P51786
E2RB77	F1MND5	Q498C9	Q61586	Q8NHS1
F1P853	E1BNJ1	Q5XIK6	A0A0R4IZY2	X6R868
J9P692	G5E5R0	Q4G064	Q9QXL1	O43426
F6X8E7	Q2KJA0	A0A0G2JSK5	Q9WV55	Q969H0
Q29476	E1BKK3	M0RAA8	Q9D2N9	Q96N58
F1PT84	G3N025	D3ZA22	Q6P8I4	Q9H0I2
E2R3M4	Q32LD4	D3ZZJ7	Q80Z71	B2RAB7
F1PJY3	A6QPB3	G3V933	Q6PFD7	Q96IW2
E2QW50	F1ML56	D3ZD47	Q91VB2	O43704
F1PVI3	Q1LZF9	D3ZNJ5	Q922B6	Q01718
E2QWQ0	A4FV27	G3V659	Q8K314	Q96S65
J9NVP8	F1MM71	D3ZKY5	Q3U381	O95989
F6V440	F1MXF5	Q62737	Q9Z1W9	Q13601
J9P4I2	Q3SYZ6	D4A3H5	Q8VDQ9	Q9HCL3
E2RQV3	F1N0N6	Q32Q00	Q811U4	Q4VX76
J9P5A5	Q29448	B0BND5	Q3UMG5	Q8NI28
F1PNI9	Q3T020	B5DEL5	Q60759	Q86WC4
J9P865	Q08DE2	F1M642	Q0VB45	Q7Z7J7
F1PPT3	Q05B54	D4ABM7	O35615	Q96L53
F1PFR5	F1MUT5	M0RBH5	Q6PGD0	Q8NHX4
F1PYR2	A5PJI8	F7ENE7	Q8CJ78	Q8NCX0
E2R001	E1B7Q0	G3V6Y7	Q9DCV4	P18509
F1PR37	F1MM97	Q400C7	P32972	O75150
E2RSM3	E1BGA5	P56222	Q3U1J0	Q7Z553
E2RTI3	E1BNI4	Q4G063	Q3U515	Q17R55
J9P2Z7	P60712	D4AAV6	Q8CJ70	Q7Z3E2
J9NRF3	O97593	D3ZJK0	Q9EPC2	Q9NY43
F1PRW2	A1A4R3	D3ZZI0	Q8BLK9	P00395
J9P4C5	A4FUY9	D3ZME7	Q60631	Q8WYF1
J9NSC4	F6R277	B2RYM5	Q69Z89	P31948
E2R4M9	F1MEV7	F1M8L3	Q8BVF4	Q9UJH8
E2QSA3	E1BM76	Q1WIM2	Q8C6Z1	Q8IXF0
J9NWM8	G3N0K6	D4A6E8	Q2VWQ2	A0A0S2Z3U4
E2RER9	P10175	D3ZVU7	Q8K450	Q92781
F1PRA1	A5PJU9	P57760	Q8BYK4	Q14500
E2R2A1	G8JL05	F1LW58	Q810L4	Q2TBE0
J9NTA5	F1MNZ8	D4A0Z0	Q61646	Q9NTN9
F6UKT8	F1MM21	Q5XI60	Q9D939	Q9UMY4
F1PWX2	F6QZF5	B1WBU2	Q61503	Q13469
E2RLF1	F1MQ57	Q9R010	Q8BRB0	Q13247
F1Q0V4	Q59A29	D3ZSC8	Q9CYZ6	B7Z6L9
E2REH8	Q32L10	D3ZSC1	O35317	Q9NX07
F6XXS4	Q2KJE9	Q5FVF4	Q80ZW0	O00411
Q45FN0	F1N0P5	P19335	Q8BP56	P35611
F1PTU2	E1BNT5	D4A898	E9Q401	Q9UJ83
F1PYU3	G5E628	P62716	E9Q2D4	Q9Y248
E2RGM8	E1BQ32	Q9JIH7	Q9R0X0	Q9NRH1
F1PKY3	E1BBE1	A0A0G2JSQ2	P47739	Q9H5W7
Q00M95	F1MRU6	D3ZQ32	Q9CQT2	P54803
J9NSJ2	F1MZV7	E9PTY6	Q7TMH0	Q9UKG9
E2RT23	E1BNH8	D4AB73	P58389	P28066
F1PAS1	Q08DP3	Q6AYJ1	Q5GH67	B7Z2F4
F1P982	A6QP45	D4AC56	Q9CZS3	Q99538
E2QVU1	F1MRH8	D3ZRA8	P18911	Q9UJQ4
F1PVS7	F6R7C3	P22086	E9Q6Z5	Q9P0W2
L7N0D8	Q0VCU9	D3ZLV5	E9QKQ5	Q6ZMH5
E2R7I4	E1B738	Q4V899	Q8C9S4	Q7Z6J0
E2RA04	E1BCP5	A0A0G2JSR6	E9PXZ3	Q6ZMY6
J9P588	Q29S19	Q5U305	O35348	Q7L8J4
J9NVF8	F1MXG0	E9PU24	Q8BMF3	B2RD01
F1PA33	E1BCS0	Q5PPG6	Q6PFX7	Q96BH3
F1PUF2	F1MUY4	Q02644	Q9CZD0	P08700
E2QSC8	E1BIK4	D3ZU84	Q9R0Q1	P43307
F1PYD9	E1B8R9	A0A0G2JU99	Q9Z1D8	Q92802
E2QXX0	E1B8S2	P97879	P52503	Q9P0M6
E2R7K6	A4FV32	A0A0G2K4R1	F8VQD1	P20248
E2R8Z1	G5E5G3	D3ZAR8	Q91WS7	Q9BVV2
E2RNI5	E1BLS1	P45479	Q6IQX8	P02647
F1PFG7	F1N430	B5DF37	Q9QYE3	Q8TBA6
E2QY26	A6QQ84	M0R4K3	Q8K4S1	Q8IX06
E2RJF5	O46469	Q499R4	Q6P8I7	Q96AW5
J9P6X4	F1MMF1	P48500	Q8R2S9	Q9Y4E5
F1Q3S0	E1BDA3	D3ZKG7	P61967	P49406
F1PCZ6	F6R993	Q8R2H0	Q9D7G0	Q92561
E2RSR5	G1K1H1	O08623	Q8BHN3	P46531
J9P2C5	G3MX10	Q561K2	P01751	Q8NBJ9
J9P1Q0	A6QPQ3	B2RYP6	Q9DCI2	A6NHX0
E2RSI5	Q58DD3	A0A096MKE9	Q3UA06	O14713
F1PAG8	P09487	P23565	Q9CR75	Q9UK41
F1PMA9	F1MXC7	P48284	Q9ESF1	Q96G21
F1PAH9	Q148M5	Q64680	Q60784	Q9H6H2
E2RC75	F1N2T7	D3ZE93	Q99LP8	Q9H8M2
F1PKE8	Q2HJ95	D4A4P4	Q9WTW4	P61457
J9P802	P81126	B1WC33	O35728	Q96H96
J9P0G3	F1MY13	D4AAI2	P57725	Q7Z4R8
J9P8K9	P79342	P08427	Q7M6U3	O00444
J9NZ65	F6Q3F4	D4A7P5	Q8BPA8	Q9BUI6
A3RLE1	Q58DS3	Q9EQS5	Q7TQP0	Q8J025
F1PMK8	A7MB62	B1WC80	B8JJE0	Q8N565
J9JHD9	F1MLY7	Q5U2M8	Q62433	Q13748
J9NUS6	Q3SZD5	F1LV17	A0A1D5RLR8	Q53HB3
F1PMX4	F1MNG3	A0A0G2JWD2	Q6PAJ1	P04844
J9P575	E1B8X7	Q68FV3	Q64471	Q9NR77
J9P7Y2	F1N752	Q63572	Q9D8L5	Q5T1N1
F1PLS5	Q2TBH7	Q63117	Q3TIR3	Q12905
E2RRG9	E1BG38	D3Z9E6	Q501J6	Q8NHL6
J9NZX7	Q3SZ19	D3ZK92	P52196	Q8N157
E2R5A4	F1MTX5	D3ZRP6	P09793	Q9UK17
E2R4R0	E1BMJ6	Q63226	Q9R045	A0A0S2Z5D3
E2RFF6	F1N1G4	D3ZI62	Q8BRH3	Q647K1
F1PK11	E1BG89	A0A1W2Q6J0	Q8C689	Q14CZ7
E2RBQ6	E1BCL9	G3V7B6	Q7TT50	P48594
J9NT75	A6QLD3	F1M794	Q921D9	Q8IWF9
E2RGL2	A5PJF4	D3ZM64	Q6PFY8	P32189
E2RLP1	Q08DM6	Q497B2	A0A1L1STT0	Q9Y5R8
F1PGL8	E1BJ30	D3ZIU2	P16390	P35228
E2RJ65	E1BG26	Q5I0I2	P31315	P21283
F1PFV0	Q32LI7	Q8K3P6	Q9CY10	Q01113
E2RAM4	F1MDM1	Q5U1Y9	Q8BGD8	Q6P2D0
F1PC17	F1MNN4	D3ZV15	D3Z1Q2	P52701
E2R8P4	F1MIT6	M0R4T2	Q9QYE9	P10599
F1PGP2	A6QQZ8	D4AE03	Q9CXL7	Q9H977
A0A8J8	Q0VC54	P21816	F8VPV3	P80723
E2QTS3	A4IFA7	F7FDF2	O35074	Q13286
F1PQN7	E1BE19	D3ZVP6	Q69Z26	Q9Y603
J9P2V0	A6QLI4	D4A8L3	A2AAJ9	O43313
J9P227	E1B9S2	A0A0G2K4K0	Q60700	Q92485
F1PBA7	Q3T0S0	Q5BIV7	Q61133	Q6NXT2
F1PIK5	Q9N0P9	Q6IN10	P0DP26	Q9Y399
F1PKC4	A4FUW5	D3ZMS4	F8WJD4	Q9BT22
F1PQF9	Q0VC81	D3ZWI8	G5E8G5	Q05481
A0A140T8E8	E1BKX1	D4A5H4	P01193	Q96J65
J9P311	F1MBL9	Q5EAP4	Q8BHL6	Q9BPU5
Q68CI2	E1BIW2	D3ZZM7	Q8VEB3	Q7Z3V4
E2RMJ0	G5E5N5	M0R890	F6Y9T6	O76080
F1PWQ2	F1MG37	D3ZFP7	P45448	Q9NQT6
F1CMF1	G5E591	Q5PQM8	Q9R0A5	Q9UDW1
E2RBM1	Q08DJ1	A0A0G2JTY2	Q920P5	Q9Y2V7
E2QTY4	E1B9Y4	D3ZGF3	K7N660	Q9H0W8
E2R112	A4IFV6	D3ZTM1	A6ZI46	Q5C8S5
J9NVJ7	F1MJ19	G3V6X5	Q5SXI5	P22392
F1PJ34	Q32LN4	F1LPR0	Q3TV65	Q96SM3
E2RTJ9	F1MYS4	Q5U2N8	G3X8T9	Q9P2E7
E2RDI7	Q1RMQ9	G3V6A2	G3UWF3	Q9H7H0
J9P5H7	P00415	O08962	Q9R016	Q9UBW5
F1PS25	E1BL71	Q32Q07	Q9Z191	P17661
F1PHM8	P79119	Q6AXU8	F6ZW42	Q9BQA9
F1PVV8	Q17QT3	D3ZWE1	Q8R554	P02795
F1PVD4	Q2TA22	Q6GMM8	P97361	Q8NHV1
F1PTC7	F1N733	A0A0G2JUE5	Q3U3T8	Q5T5P2
E2RFX7	E1B8Q5	D4A110	Q811F1	P32754
J9NSV5	P07456	Q7TQ16	A0A0G2JGH9	Q86TB9
F6UYW9	Q3SZM3	B1WBR8	A0A1B0GRJ9	Q9HCQ5
E2RP08	P28800	F7F7Q9	P51410	Q9BVG3
F1PF87	P68107	G3V6D0	Q69ZS0	Q14692
E2RHX5	F1MC28	P63076	Q8VE43	O00478
F1PZG1	E1B9H2	F1LLX6	Q9DBK7	P03886
E2RPD3	F1N082	B2RYH2	Q9D5Y1	Q9UNY4
F1Q2N8	F1MWC0	D3ZFF6	P49429	O94991
E2RDR4	Q58D62	Q68FP2	P97433	Q9Y6X3
J9NSJ7	F1MSL9	D3ZXW4	O09165	Q499Z4
E2QXM2	F6QC58	D3ZWH1	Q5SWT3	H3BUK9
E2RES1	F1MT15	D4A7S3	Q8R4D5	O00329
E2RI21	Q2KHY5	Q499U6	Q8BSV3	Q96IQ7
J9NWU3	F1MCP5	D4A0Y2	Q5S003	Q9BYG0
Q8MJD1	Q0VCQ3	B1WC52	A2ACU7	P17275
F1PXV2	E1BA60	D4AA02	A2AKB9	Q6NXP6
F1PPZ6	F1MFS2	D4AAG0	Q9QXG4	Q5ZPR3
F1Q4H0	E1BP48	A0A0G2JU05	P31786	O15164
J9P7N5	E1BMD1	M0R455	Q99KH9	Q96KX2
E2QXN8	F1N322	F1LN86	Q9DBM2	Q9UQR1
E2RAK7	F1MCL6	Q9WU82	Q6ZPF3	Q02388
J9PAW3	Q0VCP9	Q9JLH6	Q61085	Q9NUY8
J9P549	Q08DM8	D4ADP9	Q9Z1B3	Q5T0U0
F1PLL5	G3N0Y9	Q5XI53	Q6PHQ8	Q8TAA5
E2REN0	F1MQ96	D4AA63	Q9WVS8	P58511
A3RLE2	F1MI37	Q4V8E0	Q9CQ88	Q6PJR7
F1PBB9	F1N066	B5DEI0	O35690	O95049
J9NZP3	Q58CY2	P70549	Q8JZW4	Q9BUN5
E2R8Y3	F1ME43	Q5EGY4	D3Z3U5	Q548X2
E2R250	F1MGY3	P12392	O70299	Q9Y320
J9P059	F1MIU7	Q6QI88	Q9Z0F4	Q5VWM4
E2R0W8	Q08DI4	B0BNH1	A0A0R4J0F3	P02655
E2QU03	Q32PH1	Q5XI30	Q925N1	Q12789
E2RBF6	F1MM55	A0A140TAC4	Q9WU62	P07359
E2RQW8	F1MWF2	M0R8G5	P17208	P17509
E2QW16	F1MPW5	D4A2I4	P0DOV1	P48552
J9NUD4	Q08DU8	B0BNJ4	Q8VED5	Q9Y6W3
J9NSV8	P42029	D4A0U3	Q61576	P30301
E2RAH6	E1BFK4	G3V6Y6	Q9QUP5	Q92832
E2RBI2	E1BKC3	A0A140TAA0	P41241	Q12824
J9NXV1	F1N3U0	D4A820	Q8BTJ4	Q8NHU6
E2R5X3	Q1RMS6	A0A0G2K6T9	P08122	E9PAV9
F1PA84	G3N364	F7EL93	Q8K192	Q9Y5P4
Q9MZV0	P0C8B3	Q06646	A0A0R4J0K8	Q5TC84
F6V393	Q2T9M5	F1M8K0	P61750	Q8N1E6
E2RAN3	Q29RM2	P97577	P55264	Q96RD7
J9P3V9	A6QL88	Q5PPF5	Q9ERD8	A6NJ78
F1PYZ5	E1B796	P30083	J3QPC3	O95436
F1PQB7	F1MD76	Q63246	Q99M74	Q06945
E2R4Q3	Q5E9U3	P06768	Q61493	P35612
E2R1C7	Q03255	Q6AYE3	Q8C0D9	P06401
F1PZP2	E1BAZ4	P37090	Q8BL43	Q02223
E2QXB1	G5E5R7	P22062	O35544	Q9NYM9
J9NRU2	F1N3S3	D3ZH75	Q8CHE4	Q01546
E2R7N6	Q7YRE7	G3V6N2	Q9Z2W9	Q02338
E2RNC8	Q95108	Q9R1S9	P35436	Q9BYV1
J9NWY2	Q3MHY7	D4A833	Q8JZL1	Q9HBH1
J9P0B3	E1BC30	Q5FVN2	Q61045	Q6ICH7
E2QUI3	A4IFM2	A0A0H2UH99	Q99MR9	Q8N128
F1Q3Q5	Q0VC84	M0R518	Q91XY7	Q9HCC6
F1PFR6	E1BGA9	F1LRS1	Q91XF4	O14730
E2RDQ9	F1MTE4	A0A0G2JUF5	P51450	O75027
J9P717	Q3SZV8	Q156J1	Q00898	Q6LEU2
F1P9B4	P12763	Q5U2V8	Q9JII1	Q9HCG1
E2RPR7	A6QPA1	Q5XIC8	Q8C2B3	Q16695
J9P7B0	E1BAT3	M0RCL1	Q9Z2Q6	Q9UQB9
E2RG58	Q3SZW6	D3ZKI2	P56375	Q7Z3G6
E2RTK0	A6QQR7	D3ZMU0	Q91VZ1	P49914
E2RMY0	F1N4L4	Q71F54	O35242	Q8N680
F1P7M0	F1MPH9	P52944	O88487	Q8WUK0
E2R2X0	A5D7H5	Q4V7E8	A0A0R4J0Q6	P53602
J9P7A0	G3MX55	Q9JKF8	Q80XK6	Q9Y247
E2RBV6	F1MNH7	Q71FD8	Q9D7X1	Q8IWW8
F6Y250	A7MBD9	M0R583	G3X8W6	P21506
J9NWW4	F1N1N1	Q99MC0	P97443	O75923
J9JHQ2	E1BMN9	A0A0G2JUG4	Q924A2	Q6ZUJ4
F1Q247	Q58DI2	P62243	Q9EQ31	O60814
F1PGT6	E1BA36	D4A9R4	Q8BLM0	O95674
F1PD97	E1BE93	A0A0G2K4P1	Q8C6C7	O75382
F1PUX3	A5PJE4	P02625	Q9D0A3	Q14210
E2RGV4	E1BAT1	D4A1K4	Q6P5E3	Q4JDL3
E2R0C0	F1MMK7	F1LPL9	Q8BHE5	Q9P275
E2RNM2	P32749	A0A0G2JUZ7	Q8C3K6	Q6ZUH1
J9P0H6	E1BGC6	P25304	Q9D081	Q9H0R5
F1PN38	F1MC83	Q4V8H7	P23818	P21333
J9P4U7	E1BEV3	Q4V8E4	Q69ZQ1	Q9BZC1
J9PBD8	F1N686	Q5M876	Q3TY60	Q8WYC2
Q9MZY0	G5E540	M0R436	P97378	Q99584
E2RRL7	Q17QR2	P51158	P97450	Q9Y2Q9
E2R681	G1K1X9	Q45R42	P53351	Q96NL3
F1PMM9	P21758	P12001	Q80YW0	Q56NI9
E2RHA2	E1BDW0	F1LRQ3	Q9D864	A8K4B4
J9NTK2	E1BNB2	P97583	P04426	Q9BQB6
F1PVW1	E1BFX2	Q5RLM2	A2ARK0	O00321
F1Q1D0	F1N2N4	D4A5T6	Q8BSD4	P62994
E2R175	E1BP67	Q5FVJ5	Q6GU68	Q16635
P31637	Q1RMT9	G3V704	D3Z6Q9	Q6IAR4
E2QX09	Q3T0W3	A0A0G2JZ87	Q78YZ6	P13073
Q00589	F1N633	Q8BFS3	Q60687	Q16585
F6XZ73	Q32LB8	D3ZA11	O08901	Q8NFY9
J9PAI3	G3MZU0	Q5XI33	Q09200	Q12891
F1PP74	A6H6X8	Q6IG00	Q9WV74	Q6ZMR3
E2R1M5	Q3SZ93	D4A9P2	O88631	P51679
F1P6K1	E1BLT2	D4A3X7	P35802	Q9Y2H6
J9P842	E1BN78	D4A7L4	O54904	Q9BYQ0
F1P6V5	E1BM91	Q6MFY6	P70345	Q9NW75
E2RFT5	E1BKW5	P80385	A0A0R4J0B8	P10586
E2R1H6	F1MPL2	F1LRM3	P61025	P56180
E2RAP9	A3KMY1	D3ZRF0	P08003	P31937
F1PDI9	F1N557	A0A0G2KAX2	A2AD83	P40313
E2RDY9	E1BG49	A0A0G2K149	Q91W40	Q75N90
F1PWN2	E1BD91	A0A0G2JXW5	Q9DBN9	Q5XKP0
F1P7G6	P30671	D4AAH9	Q61017	P30530
F1Q2I2	Q1LZ74	D4A5H7	A0A0R4J156	A0A024R5S0
E2RR20	F1MSE5	Q5U2Z5	Q8CHS8	Q9P1P5
E2RE16	P53619	Q5U312	Q8C196	O15294
J9P398	E1BP45	B2RYU1	Q8BT20	H3BNR1
J9NVI6	E1BGN6	D4A9U2	Q91ZE9	P55083
E2RFG7	F1MYU9	Q68FV8	Q62282	P53801
F1PVT8	A2VDZ2	D4A0T1	Q8CFT2	Q9NZJ6
E2R755	A0A140T8D1	Q2PS20	Q9DCU1	Q5VVM6
E2QWS2	A5D7D6	D4A0H1	F7A0H7	Q96DN2
E2R516	Q17R01	A0A0H2UHW4	Q9CZH8	Q17RD7
E2R629	F1N4I3	D3ZHU5	Q9Z1N9	Q13426
F1PAN3	P80425	Q6P9U0	Q9CQV1	O15091
E2RHD7	F1N272	D3ZE22	Q5SYL1	Q96D98
Q95JD5	F1N385	D4A7S6	O54834	O00178
F6Y067	E1BEJ4	D3ZG95	A0A1D5RLV3	Q9NU19
E2R422	Q08DK8	Q6PDU5	Q8CJ27	Q9NUX5
E2RER6	A0RZB4	A0A0G2JT23	Q9JL04	A2RU49
E2QX68	F1MNR0	F1LVL2	P97499	O95389
E2RP63	F1MZE7	B0K025	Q9JKX3	Q7Z5G4
J9NVF7	A6H701	G3V710	Q9WTR5	Q13133
J9PAB0	E1BL59	F1LMF9	P35454	P51114
J9P0I0	Q32L47	A0A0H2UHZ5	Q3ZAS0	P0DMR1
J9P991	F1MGD1	Q5BK45	Q9D727	Q9H1J1
E2RPV2	Q3ZCH8	A1L134	Q6PKN7	Q14103
F1PQ34	F1N592	P51577	J3QQ16	P49917
F1PSM5	Q2TBN3	A0A0G2K9U6	Q80WQ2	Q5U5R9
E2RQN7	F1MKK7	A0A0G2K1K5	P61249	Q7Z7F7
F1PIE8	F1MH44	A0A0G2JYI8	Q9DBQ7	Q9NT62
E2RKS4	F1N177	P14659	Q60992	Q9HA38
F1Q003	A6QPH1	F1LXT3	P83877	Q9UL45
F6Y6X6	F1MS02	D4A109	Q148V8	Q96IF1
E2RKG9	A6QPK1	D3ZVD5	Q04742	P48058
J9JHF8	F1MUP3	O08771	D3YY91	Q13952
F1Q095	F1MSE9	D4A849	Q00609	Q96HY7
J9P3N2	E1BKN6	D3ZNW1	Q91WD9	Q96PU8
F1PZT9	Q0VCZ0	Q9Z2Y0	Q8C5N3	Q7LBE3
J9NXN9	A7E3Q4	Q9JMA8	Q80ZK9	P37231
E2RMT0	E1BE01	Q6P722	Q9EPR2	Q8WXE0
E2QSL9	Q3ZBZ7	F1LWD8	Q8C9M2	P22004
F1PFV3	E1BJV1	G3V833	P34056	P21926
E2RQL8	F1MQX7	Q5RKG9	Q9CXG3	Q8NA92
E2RTM6	A7Z074	D3Z8Z4	Q9WU60	Q96K30
F1PAX3	F1MTT8	Q68FU2	Q6IMH7	Q8TE23
E2R6L5	P30931	Q4G019	P60853	Q86YH6
E2RJX5	G3N3U7	O35293	O70349	Q8N412
E2RFA1	E1B9X7	Q675A5	Q9D5K4	O94854
F1P6P6	G3MWY9	Q6PEC5	Q3URR7	Q5H913
J9P5J0	F1MQ10	Q5GF25	A0A0R4J1C7	P01906
E2R046	Q08DZ2	F1LU97	O08848	Q9Y6H5
E2R5K9	F1MLL5	D4A612	Q9JL60	Q9Y5U4
J9P2B9	E1BCT6	D3ZYR4	B2RSU6	Q8NFI3
E2R6J0	Q2KJ51	Q64346	Q80TE0	Q8WTU0
E2RIS0	Q148L9	A0A0G2K6H6	E9PY43	P78329
E2R0P6	F1MGH5	Q499V7	Q924W6	Q53HI1
E2RHS5	Q08DW5	D4A5I2	O88329	O94875
J9NTL2	G5E5H9	B2RZ21	E9Q5R6	Q71UH4
F1PGK0	Q0VBX9	A0A0G2JXI4	B7ZNL8	P50607
J9P2P5	E1B770	M0RB44	O35633	Q9HCJ3
E2R4W0	G3MYH0	A0A0G2JUB6	Q9D478	Q9NQP4
F1Q3Q3	F1MZL0	A0A0G2K9D7	P97469	Q9UNL4
E2RCQ4	Q3ZBR5	P97534	Q9QXK2	P39060
E2R3D9	F1N2J0	Q9EQX6	O35085	Q8WXG8
F1PHQ7	Q1RMW9	D3ZB96	Q571F5	Q9NP60
J9NV49	A1A4M8	Q6AY62	Q62092	Q8TDF5
J9NW66	F1MBP4	Q5M860	Q9CSS1	Q9P2W3
F1PWJ5	E1BAK0	Q4G086	Q9DA44	Q9H8H0
F1PN60	G3N2F6	Q765A7	P97783	P07477
E2RS78	F1MIW9	Q63635	Q8C739	Q9H9A5
F6V0G0	G3N137	B2B9A9	Q9JLM8	Q6ZU80
F1PBZ5	E1BD39	D3ZUZ4	O70394	P52744
J9NY48	F1MYW5	D4A4V9	Q3TNH5	Q8TF63
F1PA02	E1BDJ1	P32577	P01132	Q9H246
E2QYI2	G3N0R6	F1LNM7	P70460	Q99496
J9NWS2	P11541	D3ZCK1	Q3UX43	P29016
J9P0E4	G3X6Q8	D3ZIP6	Q8C708	F6VEM6
E2R9Y3	E1BKH1	O35413	O35912	Q86WT1
F6XGG3	F1MLZ4	Q6IRF8	Q5HZJ5	O60264
J9NYZ8	E1BJQ3	Q5XIM0	Q03311	O95319
E2RIZ9	Q3ZBQ6	F1M8K5	Q8BZF8	P01877
E2RNA4	F1MF42	P63269	O55111	Q03395
E2QT66	E1BD99	G3V6E8	Q8VHI6	Q15404
E2REY4	P07501	A0A0G2QC50	E9QL24	Q07065
E2RPL7	Q3SZ57	F1LPA8	G3X9B7	Q7KYP7
F1PUW6	F2Z4J4	B2RYG6	O70126	Q9Y2D8
F1PMP4	G3X7A0	D4A0L1	Q3UA37	Q9Y543
J9NVS8	A7E316	D3Z9Q6	Q812A2	A0A0S2Z5T9
F1PHI7	F1MV32	D3ZH74	Q8VDD8	O60331
F1Q1T2	E1BKC2	D3ZEF4	A0A0R4J090	Q8WY07
J9NTW2	F1MKG2	F1LMN8	O35316	Q93086
J9NTR5	E1B7P5	A0A0H2UHF5	Q8BJM5	O75071
E2RHD4	Q29RN8	Q3B7T9	Q61474	P42262
J9NT22	Q32P60	D3ZJ91	Q91VV4	Q9UPP5
E2R9G7	Q2TBQ5	Q6VEU8	P62315	O95158
J9NZB8	A6H7A5	G3V6C9	Q811J3	Q6UY11
J9P1I8	F1N5M9	P81278	Q8BMS2	P55268
J9NYE4	E1BJV7	D3ZA50	Q6P9L6	Q96JK9
E2RMJ3	F1MH50	F1M529	P41155	O96011
E2QSJ6	F1MBU2	D3ZNS8	O54887	Q99929
G1K265	A4FV00	Q6AYH3	Q8R182	P09132
E2RK18	G5E585	Q66HG6	E9QJR0	Q9HC74
F1PC88	F1MZD8	D3ZEX7	Q8C025	Q9NSA0
J9NWU8	P82929	A0A0H2UH93	Q9CR48	A0A0S2Z408
E2QYD3	A2VE58	Q5RK23	A4Q9E5	Q8N5H3
J9NWH5	F1N103	D4A8M4	Q9R111	Q04837
E2RM35	Q2KJI2	D4A8G5	Q9WVH3	Q9UBN4
F1Q255	Q32P64	B5DF46	Q9QYF9	Q8NG06
Q29416	F6QMH3	B2GUY8	Q9Z0D9	Q5ZEY4
F1PK08	F1N283	D4AC70	E9Q4E4	O00254
F1PPG8	A4FUB3	D3ZTP8	Q640P7	A0A0S2Z3S1
E2RES7	G3N1F6	D4A593	Q9QXH1	Q8NFA2
P17716	Q0VCM6	Q5XHY3	Q8BRR9	O75324
B4YY04	G3N0F4	G3V6G4	Q7TPD6	Q9BUA6
F1PEY8	Q6EWQ7	P12843	Q5SVL6	P57796
J9P3W2	O18756	P01237	B2RXZ1	Q96EK9
F1PXM1	P17322	F1M2Y6	Q61180	Q86UQ8
F1PYL6	Q2KI97	G3V9M6	A2ASM7	Q9H0V1
F1PGD0	P98133	B0BN89	Q9CQN6	P0C870
